en	meaning_en	meaning_ja	meaning_zh	meaning_fr	meaning_de	meaning_es	meaning_it	meaning_pt	meaning_ru	meaning_ar	meaning_hi
crocodile	Large reptile living in water.	ワニ; 水に棲む大型の爬虫類。	鳄鱼; 生活在水中的大型爬行动物。	Crocodile; grand reptile vivant dans l'eau.	Krokodil; großes Reptil das im Wasser lebt.	Cocodrilo; gran reptil que vive en el agua.	Coccodrillo; grande rettile che vive in acqua.	Crocodilo; grande réptil que vive na água.	Крокодил; крупная рептилия, обитающая в воде.	تمساح; زاحف كبير يعيش في الماء.	मगरमच्छ; पानी में रहने वाला बड़ा सरीसृप।
crop	Harvest; plants; cut; yield.	作物; 収穫; 植物; 切り取り; 収穫量。	作物; 收成; 植物; 裁剪; 产量。	Récolte; moisson; plantes; couper; rendement.	Ernte; Ernte; Pflanzen; schneiden; Ertrag.	Cosecha; cosecha; plantas; cortar; rendimiento.	Raccolto; raccolto; piante; tagliare; rendimento.	Colheita; colheita; plantas; cortar; rendimento.	Урожай; сбор урожая; растения; резать; урожайность.	محصول; حصاد; نباتات; قطع; عائد.	फसल; कटाई; पौधे; काटना; उत्पाद।
cross	Intersection; symbol; angry; traverse.	十字; 交差点; シンボル; 怒り; 横断。	十字; 交叉点; 符号; 愤怒; 穿越。	Croix; intersection; symbole; en colère; traverser.	Kreuz; Kreuzung; Symbol; wütend; überqueren.	Cruz; intersección; símbolo; enojado; atravesar.	Croce; intersezione; simbolo; arrabbiato; attraversare.	Cruz; intersecção; símbolo; zangado; atravessar.	Крест; пересечение; символ; сердитый; пересекать.	صليب; تقاطع; رمز; غاضب; عبور.	क्रॉस; चौराहा; प्रतीक; क्रोधित; पार करना।
crossing	Place where paths intersect.	交差点; 道が交差する場所。	交叉点; 路径相交的地方。	Croisement; lieu où les chemins se croisent.	Kreuzung; Ort wo sich Wege kreuzen.	Cruce; lugar donde se cruzan los caminos.	Incrocio; luogo dove i percorsi si intersecano.	Cruzamento; local onde os caminhos se cruzam.	Перекрёсток; место, где пересекаются пути.	عبور; مكان تقاطع المسارات.	चौराहा; वह जगह जहाँ रास्ते मिलते हैं।
crouch	Low position with bent knees.	しゃがみ込み; 膨を曲げた低い姿勢。	蹲下; 屈膝的低姿势。	Accroupissement; position basse avec genoux pliés.	Hocke; niedrige Position mit gebeugten Knien.	Acuclillarse; posición baja con rodillas dobladas.	Accovacciarsi; posizione bassa con ginocchia piegate.	Agachar; posição baixa com joelhos dobrados.	Приседание; низкая позиция с согнутыми коленями.	قرفصاء; وضع منخفض مع انحناء الركبتين.	झुकना; घुटनों को मोड़कर नीची स्थिति।
crow	Black bird; loud cry.	カラス; 黒い鳥; 大きな鳴き声。	乌鸦; 黑色鸟类; 大声叫喊。	Corbeau; oiseau noir; cri fort.	Krähe; schwarzer Vogel; lauter Schrei.	Cuervo; ave negra; grito fuerte.	Corvo; uccello nero; grido forte.	Corvo; ave preta; grito alto.	Ворона; чёрная птица; громкий крик.	غراب; طائر أسود; صرخة عالية.	कौवा; काला पंछी; जोर की आवाज।
crowd	Group; mass; audience; gathering.	群衆; グループ; 大衆; 観客; 集まり。	人群; 群体; 大众; 观众; 聚集。	Foule; groupe; masse; public; rassemblement.	Menge; Gruppe; Masse; Publikum; Versammlung.	Multitud; grupo; masa; audiencia; reunión.	Folla; gruppo; massa; pubblico; raduno.	Multidão; grupo; massa; audiência; reunião.	Толпа; группа; масса; аудитория; собрание.	حشد; مجموعة; جمهور; جمهور; تجمع.	भीड़; समूह; जनसमूह; दर्शक; सभा।
crown	Royal headpiece; top; monarchy symbol.	王冠; 皇室の頭飾り; 頂上; 王制の象徴。	皇冠; 皇室头饰; 顶部; 君主制象征。	Couronne; coiffe royale; sommet; symbole monarchique.	Krone; königliche Kopfbedeckung; Spitze; Monarchiesymbol.	Corona; tocado real; cima; símbolo monárquico.	Corona; copricapo reale; cima; simbolo monarchico.	Coroa; adorno real da cabeça; topo; símbolo monárquico.	Корона; королевский головной убор; верх; символ монархии.	تاج; غطاء رأس ملكي; قمة; رمز ملكي.	राजमुकुट; शाही शिरोभूषण; शीर्ष; राजतंत्र का प्रतीक।
cruelty	Willingness to cause pain.	残酷; 痛みを与える意志。	残忍; 愿意造成痛苦。	Cruauté; volonté de causer de la douleur.	Grausamkeit; Bereitschaft Schmerz zu verursachen.	Crueldad; voluntad de causar dolor.	Crudeltà; volontà di causare dolore.	Crueldade; vontade de causar dor.	Жестокость; желание причинять боль.	قسوة; استعداد لإيذاء الألم.	क्रूरता; दर्द देने की इच्छा।
cruise	Pleasure voyage; leisurely trip; ship journey.	クルーズ; 娯楽旅行; のんびり旅行; 船の旅。	巡游; 休闲旅行; 轻松旅行; 船上旅程。	Croisière; voyage d'agrément; voyage tranquille; voyage en bateau.	Kreuzfahrt; Vergnügungsreise; gemütliche Reise; Schiffsreise.	Crucero; viaje de placer; viaje tranquilo; viaje en barco.	Crociera; viaggio di piacere; viaggio tranquillo; viaggio in nave.	Cruzeiro; viagem de prazer; viagem tranquila; viagem de navio.	Круиз; прогулочное путешествие; спокойная поездка; морское путешествие.	رحلة بحرية; رحلة متعة; رحلة مريحة; رحلة بالسفينة.	क्रूज; आनंद यात्रा; आरामदायक सफर; जहाजी यात्रा।
crumb	Small piece of bread; fragment; tiny bit.	パンくず; パンの小さな破片; 破片; 小さなかけら。	面包屑; 面包的小片; 碎片; 小片。	Miette; petit morceau de pain; fragment; petit bout.	Krume; kleines Stück Brot; Fragment; winziges Stück.	Miga; trozo pequeño de pan; fragmento; poquito.	Briciola; piccolo pezzo di pane; frammento; piccolo pezzo.	Migalha; pedaço pequeno de pão; fragmento; pedacinho.	Крошка; маленький кусочек хлеба; фрагмент; крошечный кусочек.	فتات; قطعة صغيرة من الخبز; جزء; قطعة صغيرة.	टुकड़ा; रोटी का छोटा टुकड़ा; खंड; छोटा सा टुकड़ा।
crunch	Crushing sound; tight situation.	ガリガリ音; 砕く音; 緺迫した状況。	嘱嘱声; 压碎声音; 紧迫局面。	Craquement; bruit d'écrasement; situation difficile.	Knirschen; zermalmender Klang; schwierige Situation.	Crujido; sonido de trituración; situación difícil.	Scricchiolio; suono di schiacciamento; situazione difficile.	Estalido; som de esmagamento; situação difícil.	Хруст; звук дробления; сложная ситуация.	قرقعة; صوت سحق; وضع ضيق.	क्रंच; कुचलने की आवाज; कठिन स्थिति।
crusade	Vigorous campaign for cause.	十字軍; 原因のための精力的な運動。	十字军东征; 为事业而进行的有力运动。	Croisade; campagne vigoureuse pour une cause.	Kreuzzug; kräftige Kampagne für eine Sache.	Cruzada; campaña vigorosa por una causa.	Crociata; campagna vigorosa per una causa.	Cruzada; campanha vigorosa por uma causa.	Крестовый поход; энергичная кампания за дело.	حملة صليبية; حملة قوية لقضية.	धर्मयुद्ध; किसी उद्देश्य के लिए जोरदार अभियान।
crush	Compression; romantic infatuation; crowded mass.	クラッシュ; 圧縮; ロマンチックな憧れ; 群衆の集まり。	压碎; 压缩; 浪漫的迷恋; 拥挤的人群。	Écrasement; compression; béguin romantique; masse bondée.	Zerdrücken; Kompression; romantische Schwärmerei; gedrängte Masse.	Aplastar; compresión; capricho romántico; masa apiRetorna.	Schiacciare; compressione; cotta romantica; massa affollata.	Esmagamento; compressão; paixão romântica; massa aglomerada.	Давление; сжатие; романтическое увлечение; скопление людей.	سحق; ضغط; إعجاب رومانسي; كتلة مزدحمة.	कुचलना; दबाव; रोमांटिक मोह; भीड़भाड़।
crust	Hard outer layer; bread exterior; earth surface.	クラスト; 硬い外層; パンの外側; 地球の表面。	地壳; 外壳; 硬外层; 面包外皮; 地球表面。	Croûte; couche extérieure dure; extérieur du pain; surface terrestre.	Kruste; harte äußere Schicht; Brotaußenseite; Erdoberfläche.	Costra; capa exterior dura; exterior del pan; superficie terrestre.	Crosta; strato esterno duro; esterno del pane; superficie terrestre.	Crosta; camada externa dura; exterior do pão; superfície terrestre.	Корка; твёрдый наружный слой; внешняя сторона хлеба; земная поверхность.	قشرة; طبقة خارجية صلبة; خارج الخبز; سطح الأرض.	छिलका; कड़ी बाहरी परत; रोटी का बाहरी भाग; पृथ्वी की सतह।
crutch	Support for walking.	松葉杖; 歩行のための支え。	拐杖; 行走支撑。	Béquille; support pour marcher.	Krücke; Stütze zum Gehen.	Muleta; apoyo para caminar.	Stampella; supporto per camminare.	Muleta; apoio para caminhar.	Костыль; опора для ходьбы.	عكازة; دعم للمشي.	बैसाखी; चलने के लिए सहारा।
cry	Weeping; shout; shed tears or call out loudly.	泣き; 泣くこと; 叫び; 涙を流すか大声で呼ぶ。	哭泣; 哭; 叫喊; 流泪或大声呼喊。	Pleurs; cri; pleurer; verser des larmes ou crier fort.	Weinen; Schrei; weinen; Tränen vergießen oder laut rufen.	Llanto; grito; llorar; derramar lágrimas o gritar fuerte.	Pianto; grido; piangere; versare lacrime o gridare forte.	Choro; grito; chorar; derramar lágrimas ou gritar alto.	Плач; крик; плакать; лить слёзы или громко кричать.	بكاء; صراخ; بكي; ذرف الدموع أو الصراخ بصوت عالي.	रोना; चीखना; आंसू बहाना या जोर से चिल्लाना।
crystal	Clear mineral; glass-like substance; regular structure.	水晶; 透明な鉱物; ガラスのような物質; 规則的構造。	水晶; 透明矿物; 玻璃状物质; 规则结构。	Cristal; minéral clair; substance vitreuse; structure régulière.	Kristall; klares Mineral; glasartige Substanz; regelmäßige Struktur.	Cristal; mineral claro; sustancia vítrea; estructura regular.	Cristallo; minerale chiaro; sostanza vetrosa; struttura regolare.	Cristal; mineral claro; substância vítrea; estrutura regular.	Кристалл; прозрачный минерал; стеклоподобное вещество; регулярная структура.	بلورة; معدن واضح; مادة زجاجية; بنية منتظمة.	क्रिस्टल; साफ खनिज; कांच जैसा पदार्थ; नियमित संरचना।
cube	A three-dimensional shape with six equal square faces.	立方体; 6つの等しい正方形の面を持つ三次元形状。	立方体; 具有六个相等正方形面的三维形状。	Cube; forme tridimensionnelle avec six faces carrées égales.	Würfel; dreidimensionale Form mit sechs gleichen quadratischen Flächen.	Cubo; forma tridimensional con seis caras cuadradas iguales.	Cubo; forma tridimensionale con sei facce quadrate uguali.	Cubo; forma tridimensional com seis faces quadradas iguais.	Куб; трёхмерная форма с шестью равными квадратными гранями.	مكعب; شكل ثلاثي الأبعاد بست وجوه مربعة متساوية.	घन; छह बराबर वर्गाकार फलकों वाला त्रिआयामी आकार।
cuckoo	Bird with distinctive call.	カッコウ; 特徴的な鳴き声を持つ鳥。	布谷鸟; 具有独特叫声的鸟。	Coucou; oiseau avec un cri distinctif.	Kuckuck; Vogel mit charakteristischem Ruf.	Cuco; ave con llamada distintiva.	Cuculo; uccello con richiamo distintivo.	Cuco; ave com chamada distintiva.	Кукушка; птица с характерным криком.	وقواق; طائر بنداء مميز.	कोयल; विशिष्ट आवाज वाला पंछी।
cucumber	Green vegetable; salad ingredient; climbing plant.	キュウリ; 緑の野菜; サラダの材料; つる植物。	黄瓜; 绿色蔬菜; 沙拉配料; 爬藤植物。	Concombre; légume vert; ingrédient de salade; plante grimpante.	Gurke; grünes Gemüse; Salatzutat; Kletterpflanze.	Pepino; vegetal verde; ingrediente de ensalada; planta trepadora.	Cetriolo; verdura verde; ingrediente per insalata; pianta rampicante.	Pepino; vegetal verde; ingrediente de salada; planta trepadeira.	Огурец; зелёный овощ; составляющая салата; вьющееся растение.	خيار; خضروات خضراء; مكون سلطة; نبات متسلق.	खीरा; हरी सब्जी; सलाद की सामग्री; बेल वाला पौधा।
cuddle	Hold close affectionately.	ハグ; 愛情を込めて近く抱きしめる。	拥抱; 亲情地紧抱。	Câlin; tenir proche affectueusement.	Kuscheln; liebevoll nah halten.	Abrazar; sostener cerca cariñosamente.	Coccolare; tenere vicino affettuosamente.	Aconchegar; segurar perto carinhosamente.	Обнимать; ласково держать близко.	عناق; احتضان قريب بحب.	गले लगाना; प्यार से पास पकड़ना।
cuff	End of sleeve; handcuff.	カフ; 袖の端; 手錠。	袖口; 袖子的末端; 手铐。	Manchette; bout de manche; menotte.	Manschette; Ärmelende; Handschelle.	Puño; extremo de la manga; esposa.	Polsino; estremità della manica; manetta.	Punho; extremidade da manga; algema.	Манжета; конец рукава; наручник.	اسورة; نهاية الكم; قيد يد.	कलाई; आस्तीन का किनारा; हथकड़ी।
cult	Religious group with extreme beliefs.	カルト; 極端な信念を持つ宗教グループ。	邪教; 具有极端信仰的宗教群体。	Culte; groupe religieux avec des croyances extrêmes.	Kult; religiöse Gruppe mit extremen Überzeugungen.	Culto; grupo religioso con creencias extremas.	Culto; gruppo religioso con credenze estreme.	Culto; grupo religioso com crenças extremas.	Культ; религиозная группа с крайними верованиями.	عبادة; مجموعة دينية ذات معتقدات متطرفة.	कल्ट; चरमपंथी मान्यताओं वाला धार्मिक समूह।
cultivation	Preparation of land for crops.	栽培; 作物のための土地の準備。	耕作; 为作物准备土地。	Cultivation; préparation de la terre pour les cultures.	Anbau; Vorbereitung des Landes für Nutzpflanzen.	Cultivo; preparación de la tierra para cultivos.	Coltivazione; preparazione della terra per le colture.	Cultivo; preparação da terra para culturas.	Обработка; подготовка земли для посевов.	زراعة; تحضير الأرض للمحاصيل.	खेती; फसलों के लिए भूमि की तैयारी।
culture	Culture; civilization; arts; customs.	文化; 文化; 文明; 芸術; 習慣。	文化; 文化; 文明; 艺术; 习俗。	Culture; culture; civilisation; arts; coutumes.	Kultur; Kultur; Zivilisation; Künste; Bräuche.	Cultura; cultura; civilización; artes; costumbres.	Cultura; cultura; civiltà; arti; costumi.	Cultura; cultura; civilização; artes; costumes.	Культура; культура; цивилизация; искусства; обычаи.	ثقافة; ثقافة; حضارة; فنون; عادات.	संस्कृति; संस्कृति; सभ्यता; कला; रीति-रिवाज।
cup	Container; trophy; drink; measure.	カップ; 容器; トロフィー; 飲み物; 測定。	杯子; 容器; 奖杯; 饮料; 计量单位。	Tasse; récipient; trophée; boisson; mesure.	Tasse; Behälter; Trophäe; Getränk; Maß.	Taza; recipiente; trofeo; bebida; medida.	Tazza; contenitore; trofeo; bevanda; misura.	Xícara; recipiente; troféu; bebida; medida.	Чашка; ёмкость; трофей; напиток; мера.	كوب; حاوية; جائزة; شراب; مقياس.	कप; पात्र; ट्रॉफी; पेय; माप।
cure	Remedy; treatment; healing; solution.	治療法; 治療; 治療; 治療; 解決策。	治疗; 药物; 治疗; 愈合; 解决方案。	Remède; traitement; guérison; solution.	Heilmittel; Behandlung; Heilung; Lösung.	Cura; remedio; tratamiento; curación; solución.	Cura; rimedio; trattamento; guarigione; soluzione.	Cura; remédio; tratamento; cura; solução.	Лечение; средство; лечение; исцеление; решение.	علاج; دواء; علاج; شفاء; حل.	इलाज; उपचार; चिकित्सा; रोगमुक्ति; समाधान।
curfew	Order to remain indoors.	外出禁止令; 屋内に留まる命令。	宵禁; 居家令; 在家的命令。	Couvre-feu; ordre de rester à l'intérieur.	Ausgangssperre; Befehl drinnen zu bleiben.	Toque de queda; orden de permanecer en interiores.	Coprifuoco; ordine di rimanere in casa.	Toque de recolher; ordem para permanecer em casa.	Комендантский час; приказ оставаться в помещении.	حظر تجول; أمر بالبقاء في الداخل.	कर्फ्यू; घर के अंदर रहने का आदेश।
curiosity	Inquisitiveness; desire to know; strange object.	好奇心; 詮索好奇心; 知りたいという欲望; 奇妙な物。	好奇心; 好问; 想知道的欲望; 奇怪物件。	Curiosité; esprit d'investigation; désir de savoir; objet étrange.	Neugier; Wissbegier; Wunsch zu wissen; seltsamer Gegenstand.	Curiosidad; espíritu inquisitivo; deseo de saber; objeto extraño.	Curiosità; spirito investigativo; desiderio di sapere; oggetto strano.	Curiosidade; espírito investigativo; desejo de saber; objeto estranho.	Любопытство; любознательность; желание знать; странный предмет.	فضول; حب استطلاع; رغبة في المعرفة; شيء غريب.	जिज्ञासा; जानने की इच्छा; जानने की इच्छा; अजीब वस्तु।
curl	Curved or spiral shape.	カール; 曲線またはらせん形。	卷曲; 弯曲或螺旋形状。	Boucle; forme courbée ou spirale.	Locke; gebogene oder spiralförmige Form.	Rizo; forma curvada o espiral.	Riccio; forma curva o spirale.	Caracol; forma curvada ou espiral.	Локон; изогнутая или спиральная форма.	خصلة; شكل منحني أو حلزوني.	कर्ल; वक्र या सपाटाकार आकार।
currency	Money; monetary system; acceptance; circulation.	通貨; お金; 貨幣制度; 受入; 流通。	货币; 金钱; 货币系统; 接受; 流通。	Monnaie; argent; système monétaire; acceptation; circulation.	Währung; Geld; Währungssystem; Akzeptanz; Umlauf.	Moneda; dinero; sistema monetario; aceptación; circulación.	Valuta; denaro; sistema monetario; accettazione; circolazione.	Moeda; dinheiro; sistema monetário; aceitação; circulação.	Валюта; деньги; денежная система; принятие; обращение.	عملة; مال; نظام نقدي; قبول; تداول.	मुद्रा; पैसा; मौद्रिक प्रणाली; स्वीकार; प्रचलन।
current	Flow; present time; electrical flow; trend.	流れ; 現在の時間; 電流; 傾向。	流; 现在时间; 电流; 趋势。	Courant; flux; temps présent; courant électrique; tendance.	Strom; Fluss; gegenwärtige Zeit; elektrischer Strom; Trend.	Corriente; flujo; tiempo presente; corriente eléctrica; tendencia.	Corrente; flusso; tempo presente; corrente elettrica; tendenza.	Corrente; fluxo; tempo presente; corrente elétrica; tendência.	Течение; поток; настоящее время; электрический ток; тенденция.	تيار; تدفق; الوقت الحالي; تيار كهربائي; اتجاه.	धारा; प्रवाह; वर्तमान काल; विद्युत प्रवाह; रुझान।
curriculum	The subjects in a course of study.	カリキュラム; 学習コースの科目。	课程; 学习课程中的科目。	Programme; matières dans un cours d'études.	Lehrplan; Fächer in einem Studiengang.	Plan de estudios; materias en un curso de estudio.	Programma; materie in un corso di studi.	Currículo; matérias em um curso de estudo.	Куррикулум; предметы в курсе обучения.	منهج; المواد في دورة دراسية.	पाठ्यक्रम; अध्ययन पाठ्यक्रम के विषय।
curry	Spiced dish from Asia.	カレー; アジアのスパイス料理。	咖喇; 来自亚洲的香料菜。	Cari; plat épicé d'Asie.	Curry; gewürztes Gericht aus Asien.	Curry; plato condimentado de Asia.	Curry; piatto speziato dall'Asia.	Curry; prato temperado da Ásia.	Карри; пряное блюдо из Азии.	كاري; طبق متبل من آسيا.	करी; एशिया से मसालेदार व्यंजन।
curse	Wish for harm; profanity.	のろい; 危害を望む; 不敷な言葉。	訛咒; 该死的意愿; 脏话。	Malédiction; souhait de mal; blasphème.	Fluch; Wunsch nach Schaden; Flüche.	Maldición; deseo de daño; blasfemia.	Maledizione; desiderio di male; bestemmia.	Maldição; desejo de mal; palavrão.	Проклятие; пожелание вреда; нецензурная брань.	لعنة; أمنية الأذى; سباب.	शाप; हानि की कामना; अभद्र भाषा।
curtain	Fabric hanging to cover window.	カーテン; 窓を覆うために掛ける布。	窗帘; 挂起来遵盖窗户的布料。	Rideau; tissu suspendu pour couvrir la fenêtre.	Vorhang; Stoff zum Abhängen um Fenster zu bedecken.	Cortina; tela colgante para cubrir ventana.	Tenda; tessuto appeso per coprire la finestra.	Cortina; tecido pendurado para cobrir janela.	Штора; ткань, висящая для покрытия окна.	ستارة; قماش معلق لتغطية النافذة.	परदा; खिड़की ढकने के लिए लटका कपड़ा।
curve	A line that bends smoothly.	曲線; なめらかに曲がる線。	曲线; 平滑弯曲的线条。	Courbe; ligne qui se courbe en douceur.	Kurve; Linie die sich sanft biegt.	Curva; línea que se dobla suavemente.	Curva; linea che si piega dolcemente.	Curva; linha que se dobra suavemente.	Кривая; линия, которая плавно изгибается.	منحنى; خط ينحني بنعومة.	वक्र; मुड़ने वाली सुचारू रेखा।
cushion	A soft bag filled with material for comfort.	クッション; 快適さのために材料で満たされた柔らかい袋。	垄子; 为了舒适而填充材料的柔软袋子。	Coussin; sac doux rempli de matériau pour le confort.	Kissen; weicher Beutel gefüllt mit Material für Komfort.	Cojín; bolsa suave llena de material para comodidad.	Cuscino; borsa morbida riempita di materiale per comfort.	Almofada; saco macio cheio de material para conforto.	Подушка; мягкая сумка, наполненная материалом для комфорта.	وسادة; كيس ناعم مملوء بمواد للراحة.	गद्दी; आराम के लिए सामग्री से भरा नरम बैग।
custard	Sweet creamy dessert.	カスタード; 甘いクリーミーなデザート。	卡士达; 甘美奶油甜点。	Crème anglaise; dessert crémeux sucré.	Pudding; süße cremige Nachspeise.	Natillas; postre cremoso dulce.	Crema; dolce cremoso.	Creme; sobremesa doce e cremosa.	Кастард; сладкий кремовый десерт.	كاسترد; حلوى كريمية حلوة.	कस्टर्ड; मीठी क्रीमी मिठाई।
custody	Protective care; imprisonment.	拘留; 保護的ケア; 監禁。	监护; 保护性照料; 监禁。	Garde; soins protecteurs; emprisonnement.	Gewahrsam; schützende Fürsorge; Gefangenschaft.	Custodia; cuidado protector; encarcelamiento.	Custodia; cura protettiva; reclusione.	Custódia; cuidado protetor; prisão.	Опека; защитная опека; заключение.	حضانة; رعاية وقائية; سجن.	हिरासत; सुरक्षात्मक देखभाल; कैद।
custom	Traditional practice.	習慣; 伝統的な実践。	习俗; 传统做法。	Coutume; pratique traditionnelle.	Brauch; traditionelle Praxis.	Costumbre; práctica tradicional.	Consuetudine; pratica tradizionale.	Costume; prática tradicional.	Обычай; традиционная практика.	عادة; ممارسة تقليدية.	रीति; पारंपरिक अभ्यास।
customer	Client; buyer; patron; consumer.	顾客; クライアント; 購入者; 常連; 消費者。	客户; 顾客; 购买者; 赞助人; 消费者。	Client; client; acheteur; patron; consommateur.	Kunde; Kunde; Käufer; Stammkunde; Verbraucher.	Cliente; cliente; comprador; patrón; consumidor.	Cliente; cliente; acquirente; patrono; consumatore.	Cliente; cliente; comprador; patrono; consumidor.	Клиент; клиент; покупатель; покровитель; потребитель.	عميل; عميل; مشتري; راعي; مستهلك.	ग्राहक; ग्राहक; खरीदार; संरक्षक; उपभोक्ता।
cut	Cut; slice; wound; reduction.	切り目; 切り取り; スライス; 傷; 削減。	切口; 切; 切片; 伤口; 减少。	Coupure; coupe; tranche; blessure; réduction.	Schnitt; Schnitt; Scheibe; Wunde; Reduzierung.	Corte; corte; rebanada; herida; reducción.	Taglio; taglio; fetta; ferita; riduzione.	Corte; corte; fatia; ferida; redução.	Порез; разрез; ломтик; рана; сокращение.	جرح; قطع; شريحة; جرح; تخفيض.	कट; काटना; स्लाइस; घाव; कमी।
cutback	Reduction in something.	削減; 何かの減少。	削减; 某物的减少。	Réduction; diminution de quelque chose.	Kürzung; Reduzierung von etwas.	Recorte; reducción en algo.	Taglio; riduzione di qualcosa.	Corte; redução em algo.	Сокращение; уменьшение чего-либо.	تخفيض; نقص في شيء.	कटौती; किसी वस्तु में कमी।
cycle	A series of events that repeat in the same order.	サイクル; 同じ順序で繰り返される一連の出来事。	周期; 以相同顺序重复的一系列事件。	Cycle; série d'événements qui se répètent dans le même ordre.	Zyklus; Serie von Ereignissen die sich in derselben Reihenfolge wiederholen.	Ciclo; serie de eventos que se repiten en el mismo orden.	Ciclo; serie di eventi che si ripetono nello stesso ordine.	Ciclo; série de eventos que se repetem na mesma ordem.	Цикл; серия событий, которые повторяются в том же порядке.	دورة; سلسلة من الأحداث تتكرر بنفس الترتيب.	चक्र; घटनाओं का एक क्रम जो समान क्रम में दोहराता है।
cycling	Riding bicycle as sport.	サイクリング; スポーツとしての自転車乗り。	骑自行车; 作为运动的骑自行车。	Cyclisme; faire du vélo comme sport.	Radfahren; Fahrrad fahren als Sport.	Ciclismo; montar en bicicleta como deporte.	Ciclismo; andare in bicicletta come sport.	Ciclismo; andar de bicicleta como esporte.	Велоспорт; езда на велосипеде как спорт.	ركوب الدراجات; ركوب الدراجة كرياضة.	साइकलिंग; खेल के रूप में साइकिल चलाना।
dad	Father; papa; male parent; daddy.	お父さん; 父; パパ; 男性の親; おとうさん。	爸爸; 父亲; 爸爸; 男性家长; 爸地。	Papa; père; papa; parent mâle; papa.	Papa; Vater; Papa; männlicher Elternteil; Papa.	Papá; padre; papá; padre masculino; papi.	Papà; padre; papà; genitore maschio; papà.	Pai; pai; papai; genitor masculino; paizinho.	Папа; отец; папа; мужской родитель; папочка.	بابا; أب; بابا; والد ذكر; بابا.	पिताजी; पिता; पापा; पुरुष माता-पिता; डैडी।
daffodil	Yellow spring flower.	ラッパ水仙; 黄色い春の花。	水仙花; 黄色春花。	Jonquille; fleur printanière jaune.	Narzisse; gelbe Frühlingsblume.	Narciso; flor amarilla de primavera.	Narciso; fiore giallo primaverile.	Narciso; flor amarela da primavera.	Нарцисс; жёлтый весенний цветок.	نرجس; زهرة ربيعية صفراء.	डैफोडिल; पीला बसंती फूल।
daily	Newspaper; routine; happening every day.	日刊; 新聞; 日常; 毎日起こること。	日报; 日常; 每天发生的事情。	Quotidien; journal; routine; arrivant chaque jour.	Tageszeitung; Zeitung; Routine; täglich geschehend.	Diario; periódico; rutina; sucediendo cada día.	Quotidiano; giornale; routine; accadendo ogni giorno.	Diário; jornal; rotina; acontecendo todo dia.	Ежедневная газета; газета; рутина; происходящее каждый день.	يومية; جريدة; روتين; يحدث كل يوم.	दैनिक; अखबार; दिनचर्या; हर दिन होने वाला।
dairy	Place where milk products made.	乳製品工場; ミルク製品が作られる場所。	乳品厂; 制作牛奶产品的地方。	Laiterie; lieu où les produits laitiers sont fabriqués.	Molkerei; Ort wo Milchprodukte hergestellt werden.	Lechería; lugar donde se hacen productos lácteos.	Caseificio; luogo dove vengono prodotti i latticini.	Laticínio; local onde produtos lácteos são feitos.	Молочный завод; место, где делают молочные продукты.	مصنع ألبان; مكان يصنع فيه منتجات الالبان.	डेयरी; वह जगह जहाँ दूध के उत्पाद बनाए जाते हैं।
daisy	White flower with yellow center.	デイジー; 黄色い中心を持つ白い花。	雏菊; 黄色中心的白花。	Pâquerette; fleur blanche avec centre jaune.	Gänseblümchen; weiße Blume mit gelbem Zentrum.	Margarita; flor blanca con centro amarillo.	Margherita; fiore bianco con centro giallo.	Margarida; flor branca com centro amarelo.	Маргаритка; белый цветок с жёлтой сердцевиной.	اقحوان; زهرة بيضاء بمركز أصفر.	गुलबहार; पीले केंद्र वाला सफेद फूल।
dam	Water barrier; reservoir structure; obstruction.	ダム; 水の障壁; 貯水構造; 障害物。	水坝; 水障; 水库结构; 阻塞。	Barrage; barrière d'eau; structure de réservoir; obstruction.	Damm; Wasserbarriere; Stauseestruktur; Hindernis.	Presa; barrera de agua; estructura de depósito; obstrucción.	Diga; barriera d'acqua; struttura del serbatoio; ostruzione.	Barragem; barreira de água; estrutura de reservatório; obstrução.	Плотина; водная преграда; структура водохранилища; препятствие.	سد; حاجز مائي; بنية خزان; عائق.	बांध; पानी की बाधा; जलाशय की संरचना; रुकावट।
damage	Harm; injury; destruction; cost.	害; 傷害; 破壊; 費用。	伤害; 损伤; 破坏; 费用。	Dommage; blessure; destruction; coût.	Schaden; Verletzung; Zerstörung; Kosten.	Daño; lesión; destrucción; costo.	Danno; ferita; distruzione; costo.	Dano; ferimento; destruição; custo.	Вред; травма; разрушение; стоимость.	ضرر; إصابة; تدمير; تكلفة.	नुकसान; चोट; विनाश; लागत।
damn	Expression of anger.	怒りの表現。	愤怒的表达。	Expression de colère.	Ausdruck von Wut.	Expresión de ira.	Espressione di rabbia.	Expressão de raiva.	Выражение гнева.	تعبير عن الغضب.	क्रोध की अभिव्यक्ति।
dance	Movement; performance; ball; activity.	踊り; パフォーマンス; 舞踏会; 活動。	舞蹈; 表演; 舞会; 活动。	Danse; performance; bal; activité.	Tanz; Aufführung; Ball; Aktivität.	Danza; actuación; baile; actividad.	Danza; spettacolo; ballo; attività.	Dança; apresentação; baile; atividade.	Танец; выступление; бал; деятельность.	رقص; أداء; حفلة رقص; نشاط.	नृत्य; प्रदर्शन; नृत्य सभा; गतिविधि।
