en	meaning_en	target_lang	translation	gender	ui_lang	trick_text_en	trick_text_translated	status
antibody	blood protein produced to counteract antigens	es	anticuerpo	m	pt			empty
antibody	blood protein produced to counteract antigens	es	anticuerpo	m	ru			empty
antibody	blood protein produced to counteract antigens	es	anticuerpo	m	zh			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	ar			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	de			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	en			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	es			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	fr			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	hi			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	it			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	ja			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	pt			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	ru			empty
antibody	blood protein produced to counteract antigens	fr	anticorps	m	zh			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	ar			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	de			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	en			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	es			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	fr			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	hi			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	it			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	ja			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	pt			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	ru			empty
antibody	blood protein produced to counteract antigens	hi	प्रतिरक्षी	m	zh			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	ar			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	de			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	en			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	es			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	fr			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	hi			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	it			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	ja			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	pt			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	ru			empty
antibody	blood protein produced to counteract antigens	it	anticorpo	m	zh			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	ar			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	de			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	en			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	es			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	fr			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	hi			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	it			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	ja			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	pt			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	ru			empty
antibody	blood protein produced to counteract antigens	pt	anticorpo	m	zh			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	ar			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	de			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	en			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	es			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	fr			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	hi			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	it			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	ja			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	pt			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	ru			empty
antibody	blood protein produced to counteract antigens	ru	антитело	n	zh			empty
antidote	a medicine to counteract poison	ar	ترياق	m	ar			empty
antidote	a medicine to counteract poison	ar	ترياق	m	de			empty
antidote	a medicine to counteract poison	ar	ترياق	m	en			empty
antidote	a medicine to counteract poison	ar	ترياق	m	es			empty
antidote	a medicine to counteract poison	ar	ترياق	m	fr			empty
antidote	a medicine to counteract poison	ar	ترياق	m	hi			empty
antidote	a medicine to counteract poison	ar	ترياق	m	it			empty
antidote	a medicine to counteract poison	ar	ترياق	m	ja			empty
antidote	a medicine to counteract poison	ar	ترياق	m	pt			empty
antidote	a medicine to counteract poison	ar	ترياق	m	ru			empty
antidote	a medicine to counteract poison	ar	ترياق	m	zh			empty
antidote	a medicine to counteract poison	de	Gegengift	n	ar			empty
antidote	a medicine to counteract poison	de	Gegengift	n	de			empty
antidote	a medicine to counteract poison	de	Gegengift	n	en			empty
antidote	a medicine to counteract poison	de	Gegengift	n	es			empty
antidote	a medicine to counteract poison	de	Gegengift	n	fr			empty
antidote	a medicine to counteract poison	de	Gegengift	n	hi			empty
antidote	a medicine to counteract poison	de	Gegengift	n	it			empty
antidote	a medicine to counteract poison	de	Gegengift	n	ja			empty
antidote	a medicine to counteract poison	de	Gegengift	n	pt			empty
antidote	a medicine to counteract poison	de	Gegengift	n	ru			empty
antidote	a medicine to counteract poison	de	Gegengift	n	zh			empty
antidote	a medicine to counteract poison	es	antídoto	m	ar			empty
antidote	a medicine to counteract poison	es	antídoto	m	de			empty
antidote	a medicine to counteract poison	es	antídoto	m	en			empty
antidote	a medicine to counteract poison	es	antídoto	m	es			empty
antidote	a medicine to counteract poison	es	antídoto	m	fr			empty
antidote	a medicine to counteract poison	es	antídoto	m	hi			empty
antidote	a medicine to counteract poison	es	antídoto	m	it			empty
antidote	a medicine to counteract poison	es	antídoto	m	ja			empty
antidote	a medicine to counteract poison	es	antídoto	m	pt			empty
antidote	a medicine to counteract poison	es	antídoto	m	ru			empty
antidote	a medicine to counteract poison	es	antídoto	m	zh			empty
antidote	a medicine to counteract poison	fr	antidote	m	ar			empty
antidote	a medicine to counteract poison	fr	antidote	m	de			empty
antidote	a medicine to counteract poison	fr	antidote	m	en			empty
antidote	a medicine to counteract poison	fr	antidote	m	es			empty
antidote	a medicine to counteract poison	fr	antidote	m	fr			empty
antidote	a medicine to counteract poison	fr	antidote	m	hi			empty
antidote	a medicine to counteract poison	fr	antidote	m	it			empty
antidote	a medicine to counteract poison	fr	antidote	m	ja			empty
antidote	a medicine to counteract poison	fr	antidote	m	pt			empty
antidote	a medicine to counteract poison	fr	antidote	m	ru			empty
antidote	a medicine to counteract poison	fr	antidote	m	zh			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	ar			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	de			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	en			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	es			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	fr			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	hi			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	it			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	ja			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	pt			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	ru			empty
antidote	a medicine to counteract poison	hi	विषनाशक	m	zh			empty
antidote	a medicine to counteract poison	it	antidoto	m	ar			empty
antidote	a medicine to counteract poison	it	antidoto	m	de			empty
antidote	a medicine to counteract poison	it	antidoto	m	en			empty
antidote	a medicine to counteract poison	it	antidoto	m	es			empty
antidote	a medicine to counteract poison	it	antidoto	m	fr			empty
antidote	a medicine to counteract poison	it	antidoto	m	hi			empty
antidote	a medicine to counteract poison	it	antidoto	m	it			empty
antidote	a medicine to counteract poison	it	antidoto	m	ja			empty
antidote	a medicine to counteract poison	it	antidoto	m	pt			empty
antidote	a medicine to counteract poison	it	antidoto	m	ru			empty
antidote	a medicine to counteract poison	it	antidoto	m	zh			empty
antidote	a medicine to counteract poison	pt	antídoto	m	ar			empty
antidote	a medicine to counteract poison	pt	antídoto	m	de			empty
antidote	a medicine to counteract poison	pt	antídoto	m	en			empty
antidote	a medicine to counteract poison	pt	antídoto	m	es			empty
antidote	a medicine to counteract poison	pt	antídoto	m	fr			empty
antidote	a medicine to counteract poison	pt	antídoto	m	hi			empty
antidote	a medicine to counteract poison	pt	antídoto	m	it			empty
antidote	a medicine to counteract poison	pt	antídoto	m	ja			empty
antidote	a medicine to counteract poison	pt	antídoto	m	pt			empty
antidote	a medicine to counteract poison	pt	antídoto	m	ru			empty
antidote	a medicine to counteract poison	pt	antídoto	m	zh			empty
antidote	a medicine to counteract poison	ru	противоядие	n	ar			empty
antidote	a medicine to counteract poison	ru	противоядие	n	de			empty
antidote	a medicine to counteract poison	ru	противоядие	n	en			empty
antidote	a medicine to counteract poison	ru	противоядие	n	es			empty
antidote	a medicine to counteract poison	ru	противоядие	n	fr			empty
antidote	a medicine to counteract poison	ru	противоядие	n	hi			empty
antidote	a medicine to counteract poison	ru	противоядие	n	it			empty
antidote	a medicine to counteract poison	ru	противоядие	n	ja			empty
antidote	a medicine to counteract poison	ru	противоядие	n	pt			empty
antidote	a medicine to counteract poison	ru	противоядие	n	ru			empty
antidote	a medicine to counteract poison	ru	противоядие	n	zh			empty
antique	a valuable old object	ar	تحفة	f	ar			empty
antique	a valuable old object	ar	تحفة	f	de			empty
antique	a valuable old object	ar	تحفة	f	en			empty
antique	a valuable old object	ar	تحفة	f	es			empty
antique	a valuable old object	ar	تحفة	f	fr			empty
antique	a valuable old object	ar	تحفة	f	hi			empty
antique	a valuable old object	ar	تحفة	f	it			empty
antique	a valuable old object	ar	تحفة	f	ja			empty
antique	a valuable old object	ar	تحفة	f	pt			empty
antique	a valuable old object	ar	تحفة	f	ru			empty
antique	a valuable old object	ar	تحفة	f	zh			empty
antique	a valuable old object	de	Antiquität	f	ar			empty
antique	a valuable old object	de	Antiquität	f	de			empty
antique	a valuable old object	de	Antiquität	f	en			empty
antique	a valuable old object	de	Antiquität	f	es			empty
antique	a valuable old object	de	Antiquität	f	fr			empty
antique	a valuable old object	de	Antiquität	f	hi			empty
antique	a valuable old object	de	Antiquität	f	it			empty
antique	a valuable old object	de	Antiquität	f	ja			empty
antique	a valuable old object	de	Antiquität	f	pt			empty
antique	a valuable old object	de	Antiquität	f	ru			empty
antique	a valuable old object	de	Antiquität	f	zh			empty
antique	a valuable old object	es	antigüedad	f	ar			empty
antique	a valuable old object	es	antigüedad	f	de			empty
antique	a valuable old object	es	antigüedad	f	en			empty
antique	a valuable old object	es	antigüedad	f	es			empty
antique	a valuable old object	es	antigüedad	f	fr			empty
antique	a valuable old object	es	antigüedad	f	hi			empty
antique	a valuable old object	es	antigüedad	f	it			empty
antique	a valuable old object	es	antigüedad	f	ja			empty
antique	a valuable old object	es	antigüedad	f	pt			empty
antique	a valuable old object	es	antigüedad	f	ru			empty
antique	a valuable old object	es	antigüedad	f	zh			empty
antique	a valuable old object	fr	antiquité	f	ar			empty
antique	a valuable old object	fr	antiquité	f	de			empty
antique	a valuable old object	fr	antiquité	f	en			empty
antique	a valuable old object	fr	antiquité	f	es			empty
antique	a valuable old object	fr	antiquité	f	fr			empty
antique	a valuable old object	fr	antiquité	f	hi			empty
antique	a valuable old object	fr	antiquité	f	it			empty
antique	a valuable old object	fr	antiquité	f	ja			empty
antique	a valuable old object	fr	antiquité	f	pt			empty
antique	a valuable old object	fr	antiquité	f	ru			empty
antique	a valuable old object	fr	antiquité	f	zh			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	ar			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	de			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	en			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	es			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	fr			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	hi			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	it			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	ja			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	pt			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	ru			empty
antique	a valuable old object	hi	प्राचीन वस्तु	f	zh			empty
antique	a valuable old object	it	antichità	f	ar			empty
antique	a valuable old object	it	antichità	f	de			empty
antique	a valuable old object	it	antichità	f	en			empty
antique	a valuable old object	it	antichità	f	es			empty
antique	a valuable old object	it	antichità	f	fr			empty
antique	a valuable old object	it	antichità	f	hi			empty
antique	a valuable old object	it	antichità	f	it			empty
antique	a valuable old object	it	antichità	f	ja			empty
antique	a valuable old object	it	antichità	f	pt			empty
antique	a valuable old object	it	antichità	f	ru			empty
antique	a valuable old object	it	antichità	f	zh			empty
antique	a valuable old object	pt	antigüidade	f	ar			empty
antique	a valuable old object	pt	antigüidade	f	de			empty
antique	a valuable old object	pt	antigüidade	f	en			empty
antique	a valuable old object	pt	antigüidade	f	es			empty
antique	a valuable old object	pt	antigüidade	f	fr			empty
antique	a valuable old object	pt	antigüidade	f	hi			empty
antique	a valuable old object	pt	antigüidade	f	it			empty
antique	a valuable old object	pt	antigüidade	f	ja			empty
antique	a valuable old object	pt	antigüidade	f	pt			empty
antique	a valuable old object	pt	antigüidade	f	ru			empty
antique	a valuable old object	pt	antigüidade	f	zh			empty
antique	a valuable old object	ru	антиквариат	m	ar			empty
antique	a valuable old object	ru	антиквариат	m	de			empty
antique	a valuable old object	ru	антиквариат	m	en			empty
antique	a valuable old object	ru	антиквариат	m	es			empty
antique	a valuable old object	ru	антиквариат	m	fr			empty
antique	a valuable old object	ru	антиквариат	m	hi			empty
antique	a valuable old object	ru	антиквариат	m	it			empty
antique	a valuable old object	ru	антиквариат	m	ja			empty
antique	a valuable old object	ru	антиквариат	m	pt			empty
antique	a valuable old object	ru	антиквариат	m	ru			empty
antique	a valuable old object	ru	антиквариат	m	zh			empty
anxiety	worry	ar	قلق	m	ar			empty
anxiety	worry	ar	قلق	m	de			empty
anxiety	worry	ar	قلق	m	en			empty
anxiety	worry	ar	قلق	m	es			empty
anxiety	worry	ar	قلق	m	fr			empty
anxiety	worry	ar	قلق	m	hi			empty
anxiety	worry	ar	قلق	m	it			empty
anxiety	worry	ar	قلق	m	ja			empty
anxiety	worry	ar	قلق	m	pt			empty
anxiety	worry	ar	قلق	m	ru			empty
anxiety	worry	ar	قلق	m	zh			empty
anxiety	worry	de	Angst	f	ar			empty
anxiety	worry	de	Angst	f	de			empty
anxiety	worry	de	Angst	f	en			empty
anxiety	worry	de	Angst	f	es			empty
anxiety	worry	de	Angst	f	fr			empty
anxiety	worry	de	Angst	f	hi			empty
anxiety	worry	de	Angst	f	it			empty
anxiety	worry	de	Angst	f	ja			empty
anxiety	worry	de	Angst	f	pt			empty
anxiety	worry	de	Angst	f	ru			empty
anxiety	worry	de	Angst	f	zh			empty
anxiety	worry	es	ansiedad	f	ar			empty
anxiety	worry	es	ansiedad	f	de			empty
anxiety	worry	es	ansiedad	f	en			empty
anxiety	worry	es	ansiedad	f	es			empty
anxiety	worry	es	ansiedad	f	fr			empty
anxiety	worry	es	ansiedad	f	hi			empty
anxiety	worry	es	ansiedad	f	it			empty
anxiety	worry	es	ansiedad	f	ja			empty
anxiety	worry	es	ansiedad	f	pt			empty
anxiety	worry	es	ansiedad	f	ru			empty
anxiety	worry	es	ansiedad	f	zh			empty
anxiety	worry	fr	anxiété	f	ar			empty
anxiety	worry	fr	anxiété	f	de			empty
anxiety	worry	fr	anxiété	f	en			empty
anxiety	worry	fr	anxiété	f	es			empty
anxiety	worry	fr	anxiété	f	fr			empty
anxiety	worry	fr	anxiété	f	hi			empty
anxiety	worry	fr	anxiété	f	it			empty
anxiety	worry	fr	anxiété	f	ja			empty
anxiety	worry	fr	anxiété	f	pt			empty
anxiety	worry	fr	anxiété	f	ru			empty
anxiety	worry	fr	anxiété	f	zh			empty
anxiety	worry	hi	चिंता	f	ar			empty
anxiety	worry	hi	चिंता	f	de			empty
anxiety	worry	hi	चिंता	f	en			empty
anxiety	worry	hi	चिंता	f	es			empty
anxiety	worry	hi	चिंता	f	fr			empty
anxiety	worry	hi	चिंता	f	hi			empty
anxiety	worry	hi	चिंता	f	it			empty
anxiety	worry	hi	चिंता	f	ja			empty
anxiety	worry	hi	चिंता	f	pt			empty
anxiety	worry	hi	चिंता	f	ru			empty
anxiety	worry	hi	चिंता	f	zh			empty
anxiety	worry	it	ansia	f	ar			empty
anxiety	worry	it	ansia	f	de			empty
anxiety	worry	it	ansia	f	en			empty
anxiety	worry	it	ansia	f	es			empty
anxiety	worry	it	ansia	f	fr			empty
anxiety	worry	it	ansia	f	hi			empty
anxiety	worry	it	ansia	f	it			empty
anxiety	worry	it	ansia	f	ja			empty
anxiety	worry	it	ansia	f	pt			empty
anxiety	worry	it	ansia	f	ru			empty
anxiety	worry	it	ansia	f	zh			empty
anxiety	worry	pt	ansiedade	f	ar			empty
anxiety	worry	pt	ansiedade	f	de			empty
anxiety	worry	pt	ansiedade	f	en			empty
anxiety	worry	pt	ansiedade	f	es			empty
anxiety	worry	pt	ansiedade	f	fr			empty
anxiety	worry	pt	ansiedade	f	hi			empty
anxiety	worry	pt	ansiedade	f	it			empty
anxiety	worry	pt	ansiedade	f	ja			empty
anxiety	worry	pt	ansiedade	f	pt			empty
anxiety	worry	pt	ansiedade	f	ru			empty
anxiety	worry	pt	ansiedade	f	zh			empty
anxiety	worry	ru	тревога	f	ar			empty
anxiety	worry	ru	тревога	f	de			empty
anxiety	worry	ru	тревога	f	en			empty
anxiety	worry	ru	тревога	f	es			empty
anxiety	worry	ru	тревога	f	fr			empty
anxiety	worry	ru	тревога	f	hi			empty
anxiety	worry	ru	тревога	f	it			empty
anxiety	worry	ru	тревога	f	ja			empty
anxiety	worry	ru	тревога	f	pt			empty
anxiety	worry	ru	тревога	f	ru			empty
anxiety	worry	ru	тревога	f	zh			empty
anybody	person; individual; any person at all	ar	أي شخص	m	ar			empty
anybody	person; individual; any person at all	ar	أي شخص	m	de			empty
anybody	person; individual; any person at all	ar	أي شخص	m	en			empty
anybody	person; individual; any person at all	ar	أي شخص	m	es			empty
anybody	person; individual; any person at all	ar	أي شخص	m	fr			empty
anybody	person; individual; any person at all	ar	أي شخص	m	hi			empty
anybody	person; individual; any person at all	ar	أي شخص	m	it			empty
anybody	person; individual; any person at all	ar	أي شخص	m	ja			empty
anybody	person; individual; any person at all	ar	أي شخص	m	pt			empty
anybody	person; individual; any person at all	ar	أي شخص	m	ru			empty
anybody	person; individual; any person at all	ar	أي شخص	m	zh			empty
anybody	person; individual; any person at all	de	Jemand	m	ar			empty
anybody	person; individual; any person at all	de	Jemand	m	de			empty
anybody	person; individual; any person at all	de	Jemand	m	en			empty
anybody	person; individual; any person at all	de	Jemand	m	es			empty
anybody	person; individual; any person at all	de	Jemand	m	fr			empty
anybody	person; individual; any person at all	de	Jemand	m	hi			empty
anybody	person; individual; any person at all	de	Jemand	m	it			empty
anybody	person; individual; any person at all	de	Jemand	m	ja			empty
anybody	person; individual; any person at all	de	Jemand	m	pt			empty
anybody	person; individual; any person at all	de	Jemand	m	ru			empty
anybody	person; individual; any person at all	de	Jemand	m	zh			empty
anybody	person; individual; any person at all	es	alguien	m	ar			empty
anybody	person; individual; any person at all	es	alguien	m	de			empty
anybody	person; individual; any person at all	es	alguien	m	en			empty
anybody	person; individual; any person at all	es	alguien	m	es			empty
anybody	person; individual; any person at all	es	alguien	m	fr			empty
anybody	person; individual; any person at all	es	alguien	m	hi			empty
anybody	person; individual; any person at all	es	alguien	m	it			empty
anybody	person; individual; any person at all	es	alguien	m	ja			empty
anybody	person; individual; any person at all	es	alguien	m	pt			empty
anybody	person; individual; any person at all	es	alguien	m	ru			empty
anybody	person; individual; any person at all	es	alguien	m	zh			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	ar			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	de			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	en			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	es			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	fr			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	hi			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	it			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	ja			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	pt			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	ru			empty
anybody	person; individual; any person at all	fr	quelqu'un	m	zh			empty
anybody	person; individual; any person at all	hi	कोई भी	m	ar			empty
anybody	person; individual; any person at all	hi	कोई भी	m	de			empty
anybody	person; individual; any person at all	hi	कोई भी	m	en			empty
anybody	person; individual; any person at all	hi	कोई भी	m	es			empty
anybody	person; individual; any person at all	hi	कोई भी	m	fr			empty
anybody	person; individual; any person at all	hi	कोई भी	m	hi			empty
anybody	person; individual; any person at all	hi	कोई भी	m	it			empty
anybody	person; individual; any person at all	hi	कोई भी	m	ja			empty
anybody	person; individual; any person at all	hi	कोई भी	m	pt			empty
anybody	person; individual; any person at all	hi	कोई भी	m	ru			empty
anybody	person; individual; any person at all	hi	कोई भी	m	zh			empty
anybody	person; individual; any person at all	it	qualcuno	m	ar			empty
anybody	person; individual; any person at all	it	qualcuno	m	de			empty
anybody	person; individual; any person at all	it	qualcuno	m	en			empty
anybody	person; individual; any person at all	it	qualcuno	m	es			empty
anybody	person; individual; any person at all	it	qualcuno	m	fr			empty
anybody	person; individual; any person at all	it	qualcuno	m	hi			empty
anybody	person; individual; any person at all	it	qualcuno	m	it			empty
anybody	person; individual; any person at all	it	qualcuno	m	ja			empty
anybody	person; individual; any person at all	it	qualcuno	m	pt			empty
anybody	person; individual; any person at all	it	qualcuno	m	ru			empty
anybody	person; individual; any person at all	it	qualcuno	m	zh			empty
anybody	person; individual; any person at all	pt	alguém	m	ar			empty
anybody	person; individual; any person at all	pt	alguém	m	de			empty
anybody	person; individual; any person at all	pt	alguém	m	en			empty
anybody	person; individual; any person at all	pt	alguém	m	es			empty
anybody	person; individual; any person at all	pt	alguém	m	fr			empty
anybody	person; individual; any person at all	pt	alguém	m	hi			empty
anybody	person; individual; any person at all	pt	alguém	m	it			empty
anybody	person; individual; any person at all	pt	alguém	m	ja			empty
anybody	person; individual; any person at all	pt	alguém	m	pt			empty
anybody	person; individual; any person at all	pt	alguém	m	ru			empty
anybody	person; individual; any person at all	pt	alguém	m	zh			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	ar			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	de			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	en			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	es			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	fr			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	hi			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	it			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	ja			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	pt			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	ru			empty
anybody	person; individual; any person at all	ru	кто-нибудь	m	zh			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	ar			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	de			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	en			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	es			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	fr			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	hi			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	it			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	ja			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	pt			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	ru			empty
anyone	individual; person; any person whatsoever; unspecified person	ar	أي أحد	m	zh			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	ar			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	de			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	en			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	es			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	fr			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	hi			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	it			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	ja			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	pt			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	ru			empty
anyone	individual; person; any person whatsoever; unspecified person	de	Jemand	m	zh			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	ar			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	de			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	en			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	es			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	fr			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	hi			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	it			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	ja			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	pt			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	ru			empty
anyone	individual; person; any person whatsoever; unspecified person	es	cualquiera	m	zh			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	ar			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	de			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	en			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	es			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	fr			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	hi			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	it			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	ja			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	pt			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	ru			empty
anyone	individual; person; any person whatsoever; unspecified person	fr	quelqu'un	m	zh			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	ar			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	de			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	en			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	es			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	fr			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	hi			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	it			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	ja			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	pt			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	ru			empty
anyone	individual; person; any person whatsoever; unspecified person	hi	कोई भी	m	zh			empty
anyone	individual; person; any person whatsoever; unspecified person	it	qualcuno	m	ar			empty
anyone	individual; person; any person whatsoever; unspecified person	it	qualcuno	m	de			empty
