en	lang	translation	gender	meaning_translation
sixtieth	zh			
sixty	fr	soixante	m	
sixty	de			
sixty	es			
sixty	it	numero	m	
sixty	pt	o número 60	m	
sixty	ru			
sixty	ar			
sixty	hi			
sixty	ja			
sixty	zh			
size	fr	taille	f	
size	de			
size	es			
size	it	estensione	f	
size	pt	tamanho	m	
size	ru			
size	ar			
size	hi			
size	ja			
size	zh			
skate	fr	patin	m	
skate	de			
skate	es			
skate	it	ghiaccio	m	
skate	pt	sapato com rodas ou lâmina	f	
skate	ru			
skate	ar			
skate	hi			
skate	ja			
skate	zh			
skating	fr	patinage	m	
skating	de			
skating	es			
skating	it	sport	m	
skating	pt	a atividade de se mover sobre patins	m	
skating	ru			
skating	ar			
skating	hi			
skating	ja			
skating	zh			
sketch	fr	esquisse	f	
sketch	de			
sketch	es			
sketch	it	disegno	m	
sketch	pt	esboço	m	
sketch	ru			
sketch	ar			
sketch	hi			
sketch	ja			
sketch	zh			
ski	fr	ski	m	
ski	de			
ski	es			
ski	it	materiale	m	
ski	pt	peça longa e estreita para viajar na neve	m	
ski	ru			
ski	ar			
ski	hi			
ski	ja			
ski	zh			
skid	fr	dérapage	m	
skid	de			
skid	es			
skid	it	atto	m	
skid	pt	deslizamento	m	
skid	ru			
skid	ar			
skid	hi			
skid	ja			
skid	zh			
skiing	fr	ski	m	
skiing	de			
skiing	es			
skiing	it	contabilità	f	
skiing	pt	esporte de viajar em esquis	m	
skiing	ru			
skiing	ar			
skiing	hi			
skiing	ja			
skiing	zh			
skill	fr	compétence	f	
skill	de			
skill	es			
skill	it	capacità	f	
skill	pt	habilidade	f	
skill	ru			
skill	ar			
skill	hi			
skill	ja			
skill	zh			
skin	fr	peau	f	
skin	de			
skin	es			
skin	it	strato	m	
skin	pt	cobertura	f	
skin	ru			
skin	ar			
skin	hi			
skin	ja			
skin	zh			
skirt	fr	jupe	f	
skirt	de			
skirt	es			
skirt	it	skirt	m	
skirt	pt	vestuário usado ao redor da cintura	f	
skirt	ru			
skirt	ar			
skirt	hi			
skirt	ja			
skirt	zh			
sky	fr	ciel	m	
sky	de			
sky	es			
sky	it	regione	f	
sky	pt	céus	m	
sky	ru			
sky	ar			
sky	hi			
sky	ja			
sky	zh			
slab	fr	dalle	f	
slab	de			
slab	es			
slab	it	pezzo	m	
slab	pt	peça plana espessa de material	m	
slab	ru			
slab	ar			
slab	hi			
slab	ja			
slab	zh			
slack	fr	mou	m	
slack	de			
slack	es			
slack	it	parte	f	
slack	pt	não apertado ou esticado	m	
slack	ru			
slack	ar			
slack	hi			
slack	ja			
slack	zh			
slam	fr	claquement	m	
slam	de			
slam	es			
slam	it	porta	f	
slam	pt	fechar com força	f	
slam	ru			
slam	ar			
slam	hi			
slam	ja			
slam	zh			
slant	fr	inclinaison	f	
slant	de			
slant	es			
slant	it	posizione	f	
slant	pt	posição inclinada	f	
slant	ru			
slant	ar			
slant	hi			
slant	ja			
slant	zh			
slash	fr	entaille	f	
slash	de			
slash	es			
slash	it	slash	m	
slash	pt	cortar com golpe amplo	m	
slash	ru			
slash	ar			
slash	hi			
slash	ja			
slash	zh			
slate	fr	ardoise	f	
slate	de			
slate	es			
slate	it	roccia	f	
slate	pt	rocha cinza usada para telhados	m	
slate	ru			
slate	ar			
slate	hi			
slate	ja			
slate	zh			
slaughter	fr	abattage	m	
slaughter	de			
slaughter	es			
slaughter	it	cibo	m	
slaughter	pt	matança de animais para comida	f	
slaughter	ru			
slaughter	ar			
slaughter	hi			
slaughter	ja			
slaughter	zh			
slaughterhouse	fr	abattoir	m	
slaughterhouse	de			
slaughterhouse	es			
slaughterhouse	it	luogo	m	
slaughterhouse	pt	edifício onde animais são mortos para carne	m	
slaughterhouse	ru			
slaughterhouse	ar			
slaughterhouse	hi			
slaughterhouse	ja			
slaughterhouse	zh			
slave	fr	esclave	m	
slave	de			
slave	es			
slave	it	conoscente	m	
slave	pt	pessoa possuída por outra	f	
slave	ru			
slave	ar			
slave	hi			
slave	ja			
slave	zh			
slavery	fr	esclavage	m	
slavery	de			
slavery	es			
slavery	it	stato	m	
slavery	pt	sistema de possuir pessoas	m	
slavery	ru			
slavery	ar			
slavery	hi			
slavery	ja			
slavery	zh			
sleep	fr	sommeil	m	
sleep	de			
sleep	es			
sleep	it	attività	f	
sleep	pt	descanso	m	
sleep	ru			
sleep	ar			
sleep	hi			
sleep	ja			
sleep	zh			
sleeve	fr	manche	f	
sleeve	de			
sleeve	es			
sleeve	it	parte	f	
sleeve	pt	parte da roupa que cobre o braço	m	
sleeve	ru			
sleeve	ar			
sleeve	hi			
sleeve	ja			
sleeve	zh			
sling	fr	écharpe	f	
sling	de			
sling	es			
sling	it	cinghia	f	
sling	pt	tira para carregar	m	
sling	ru			
sling	ar			
sling	hi			
sling	ja			
sling	zh			
slip	fr	glissade	f	
slip	de			
slip	es			
slip	it	atto	m	
slip	pt	deslizamento	m	
slip	ru			
slip	ar			
slip	hi			
slip	ja			
slip	zh			
slob	fr	souillon	m	
slob	de			
slob	es			
slob	it	conoscente	m	
slob	pt	pessoa preguiçosa e desleixada	f	
slob	ru			
slob	ar			
slob	hi			
slob	ja			
slob	zh			
slogan	fr	slogan	m	
slogan	de			
slogan	es			
slogan	it	frase	f	
slogan	pt	frase memorável para publicidade	f	
slogan	ru			
slogan	ar			
slogan	hi			
slogan	ja			
slogan	zh			
slope	fr	pente	f	
slope	de			
slope	es			
slope	it	superficie	f	
slope	pt	superfície inclinada	f	
slope	ru			
slope	ar			
slope	hi			
slope	ja			
slope	zh			
slowdown	fr	ralentissement	m	
slowdown	de			
slowdown	es			
slowdown	it	atto	m	
slowdown	pt	redução de velocidade ou atividade	f	
slowdown	ru			
slowdown	ar			
slowdown	hi			
slowdown	ja			
slowdown	zh			
slug	fr	limace	f	
slug	de			
slug	es			
slug	it	film	m	
slug	pt	molusco de movimento lento	m	
slug	ru			
slug	ar			
slug	hi			
slug	ja			
slug	zh			
slum	fr	taudis	m	
slum	de			
slum	es			
slum	it	via	f	
slum	pt	área urbana pobre com habitações deficientes	m	
slum	ru			
slum	ar			
slum	hi			
slum	ja			
slum	zh			
slumber	fr	sommeil	m	
slumber	de			
slumber	es			
slumber	it	durata	f	
slumber	pt	sono	m	
slumber	ru			
slumber	ar			
slumber	hi			
slumber	ja			
slumber	zh			
slump	fr	effondrement	m	
slump	de			
slump	es			
slump	it	ammontare	m	
slump	pt	declínio súbito	m	
slump	ru			
slump	ar			
slump	hi			
slump	ja			
slump	zh			
smack	fr	claque	f	
smack	de			
smack	es			
smack	it	mano	f	
smack	pt	golpe agudo	m	
smack	ru			
smack	ar			
smack	hi			
smack	ja			
smack	zh			
small	fr	petitesse	f	
small	de			
small	es			
small	it	parte	f	
small	pt	pequenez	f	
small	ru			
small	ar			
small	hi			
small	ja			
small	zh			
smart	fr	douleur	f	
smart	de			
smart	es			
smart	it	dolore	m	
smart	pt	inteligente	m	
smart	ru			
smart	ar			
smart	hi			
smart	ja			
smart	zh			
smell	fr	odeur	f	
smell	de			
smell	es			
smell	it	potere	m	
smell	pt	odor	m	
smell	ru			
smell	ar			
smell	hi			
smell	ja			
smell	zh			
smile	fr	sourire	m	
smile	de			
smile	es			
smile	it	bocca	f	
smile	pt	sorriso	m	
smile	ru			
smile	ar			
smile	hi			
smile	ja			
smile	zh			
smoke	fr	fumée	f	
smoke	de			
smoke	es			
smoke	it	carbonio	m	
smoke	pt	vapor	m	
smoke	ru			
smoke	ar			
smoke	hi			
smoke	ja			
smoke	zh			
smoking	fr	tabagisme	m	
smoking	de			
smoking	es			
smoking	it	contabilità	f	
smoking	pt	prática de inalar tabaco	m	
smoking	ru			
smoking	ar			
smoking	hi			
smoking	ja			
smoking	zh			
smooth	fr	lisse	m	
smooth	de			
smooth	es			
smooth	it	adattamento	m	
smooth	pt	tendo superfície lisa	f	
smooth	ru			
smooth	ar			
smooth	hi			
smooth	ja			
smooth	zh			
smother	fr	étouffement	m	
smother	de			
smother	es			
smother	it	massa	f	
smother	pt	sufocar	m	
smother	ru			
smother	ar			
smother	hi			
smother	ja			
smother	zh			
snail	fr	escargot	m	
snail	de			
snail	es			
snail	it	tutto	m	
snail	pt	molusco com concha de movimento lento	m	
snail	ru			
snail	ar			
snail	hi			
snail	ja			
snail	zh			
snake	fr	serpent	m	
snake	de			
snake	es			
snake	it	serpente	m	
snake	pt	réptil longo sem pernas	m	
snake	ru			
snake	ar			
snake	hi			
snake	ja			
snake	zh			
snap	fr	claquement	m	
snap	de			
snap	es			
snap	it	suono	m	
snap	pt	quebrar repentinamente	m	
snap	ru			
snap	ar			
snap	hi			
snap	ja			
snap	zh			
snarl	fr	grognement	m	
snarl	de			
snarl	es			
snarl	it	atto	m	
snarl	pt	rosnar raivoso	m	
snarl	ru			
snarl	ar			
snarl	hi			
snarl	ja			
snarl	zh			
snow	fr	neige	f	
snow	de			
snow	es			
snow	it	acqua	f	
snow	pt	precipitação	f	
snow	ru			
snow	ar			
snow	hi			
snow	ja			
snow	zh			
snowboarding	fr	surf	m	
snowboarding	de			
snowboarding	es			
snowboarding	it	sport	m	
snowboarding	pt	esporte de inverno em prancha única	f	
snowboarding	ru			
snowboarding	ar			
snowboarding	hi			
snowboarding	ja			
snowboarding	zh			
snowstorm	fr	tempête	f	
snowstorm	de			
snowstorm	es			
snowstorm	it	vento	m	
snowstorm	pt	forte queda de neve com vento	m	
snowstorm	ru			
snowstorm	ar			
snowstorm	hi			
snowstorm	ja			
snowstorm	zh			
snuff	fr	tabac	m	
snuff	de			
snuff	es			
snuff	it	snuff	m	
snuff	pt	tabaco em pó para cheirar	m	
snuff	ru			
snuff	ar			
snuff	hi			
snuff	ja			
snuff	zh			
snug	fr	nid	m	
snug	de			
snug	es			
snug	it	alloggio	m	
snug	pt	confortável e quente	m	
snug	ru			
snug	ar			
snug	hi			
snug	ja			
snug	zh			
soap	fr	savon	m	
soap	de			
soap	es			
soap	it	acido	m	
soap	pt	limpador	m	
soap	ru			
soap	ar			
soap	hi			
soap	ja			
soap	zh			
soccer	fr	football	m	
soccer	de			
soccer	es			
soccer	it	forma	f	
soccer	pt	esporte de equipe jogado com bola redonda usando os pés	m	
soccer	ru			
soccer	ar			
soccer	hi			
soccer	ja			
soccer	zh			
socialism	fr	socialisme	m	
socialism	de			
socialism	es			
socialism	it	teoria	f	
socialism	pt	sistema político com propriedade coletiva	f	
socialism	ru			
socialism	ar			
socialism	hi			
socialism	ja			
socialism	zh			
socialist	fr	socialiste	m	
socialist	de			
socialist	es			
socialist	it	conoscente	m	
socialist	pt	pessoa que apoia o socialismo	m	
socialist	ru			
socialist	ar			
socialist	hi			
socialist	ja			
socialist	zh			
society	fr	société	f	
society	de			
society	es			
society	it	comunità	f	
society	pt	comunidade	f	
society	ru			
society	ar			
society	hi			
society	ja			
society	zh			
socioeconomics	fr	socioéconomie	f	
socioeconomics	de			
socioeconomics	es			
socioeconomics	it	studio	m	
socioeconomics	pt	estudo de fatores sociais e econômicos	m	
socioeconomics	ru			
socioeconomics	ar			
socioeconomics	hi			
socioeconomics	ja			
socioeconomics	zh			
sock	fr	chaussette	f	
sock	de			
sock	es			
sock	it	piede	m	
sock	pt	calçado	m	
sock	ru			
sock	ar			
sock	hi			
sock	ja			
sock	zh			
soda	fr	soda	m	
soda	de			
soda	es			
soda	it	acqua	f	
soda	pt	refrigerante carbonatado	m	
soda	ru			
soda	ar			
soda	hi			
soda	ja			
soda	zh			
sodium	fr	sodium	m	
sodium	de			
sodium	es			
sodium	it	elemento	m	
sodium	pt	elemento químico	m	
sodium	ru			
sodium	ar			
sodium	hi			
sodium	ja			
sodium	zh			
sofa	fr	canapé	m	
sofa	de			
sofa	es			
sofa	it	sedile	m	
sofa	pt	assento longo estofado para várias pessoas	m	
sofa	ru			
sofa	ar			
sofa	hi			
sofa	ja			
sofa	zh			
soil	fr	sol	m	
soil	de			
soil	es			
soil	it	strato	m	
soil	pt	terra	f	
soil	ru			
soil	ar			
soil	hi			
soil	ja			
soil	zh			
soldier	fr	soldat	m	
soldier	de			
soldier	es			
soldier	it	conoscente	m	
soldier	pt	pessoa que serve em um exército	m	
soldier	ru			
soldier	ar			
soldier	hi			
soldier	ja			
soldier	zh			
sole	fr	semelle	f	
sole	de			
sole	es			
sole	it	piede	m	
sole	pt	sola do pé ou do sapato	m	
sole	ru			
sole	ar			
sole	hi			
sole	ja			
sole	zh			
solicitor	fr	avocat	m	
solicitor	de			
solicitor	es			
solicitor	it	membro	m	
solicitor	pt	advogado que lida com questões legais	m	
solicitor	ru			
solicitor	ar			
solicitor	hi			
solicitor	ja			
solicitor	zh			
solid	fr	solide	m	
solid	de			
solid	es			
solid	it	acido	m	
solid	pt	firme	m	
solid	ru			
solid	ar			
solid	hi			
solid	ja			
solid	zh			
solitary	fr	solitaire	m	
solitary	de			
solitary	es			
solitary	it	solitary	m	
solitary	pt	feito sozinho	m	
solitary	ru			
solitary	ar			
solitary	hi			
solitary	ja			
solitary	zh			
solitude	fr	solitude	f	
solitude	de			
solitude	es			
solitude	it	stato	m	
solitude	pt	estado de estar sozinho	m	
solitude	ru			
solitude	ar			
solitude	hi			
solitude	ja			
solitude	zh			
solution	fr	solution	f	
solution	de			
solution	es			
solution	it	mezzo	m	
solution	pt	resposta	f	
solution	ru			
solution	ar			
solution	hi			
solution	ja			
solution	zh			
son	fr	fils	m	
son	de			
son	es			
son	it	ragazzo	m	
son	pt	descendência masculina	f	
son	ru			
son	ar			
son	hi			
son	ja			
son	zh			
song	fr	chanson	f	
song	de			
song	es			
song	it	musica	f	
song	pt	música	f	
song	ru			
song	ar			
song	hi			
song	ja			
song	zh			
sorrow	fr	chagrin	m	
sorrow	de			
sorrow	es			
sorrow	it	sentimento	m	
sorrow	pt	angústia profunda pela perda	f	
sorrow	ru			
sorrow	ar			
sorrow	hi			
sorrow	ja			
sorrow	zh			
sort	fr	sorte	f	
sort	de			
sort	es			
sort	it	categoria	f	
sort	pt	tipo	m	
sort	ru			
sort	ar			
sort	hi			
sort	ja			
sort	zh			
soul	fr	âme	f	
soul	de			
soul	es			
soul	it	parte	f	
soul	pt	espírito	m	
soul	ru			
soul	ar			
soul	hi			
soul	ja			
soul	zh			
sound	fr	son	m	
sound	de			
sound	es			
sound	it	viaggio	m	
sound	pt	ruído	m	
sound	ru			
sound	ar			
sound	hi			
sound	ja			
sound	zh			
soup	fr	soupe	f	
soup	de			
soup	es			
soup	it	liquido	m	
soup	pt	comida líquida	f	
soup	ru			
soup	ar			
soup	hi			
soup	ja			
soup	zh			
sour	fr	aigre	m	
sour	de			
sour	es			
sour	it	bevanda	f	
sour	pt	tendo sabor azedo	m	
sour	ru			
sour	ar			
sour	hi			
sour	ja			
sour	zh			
source	fr	source	f	
source	de			
source	es			
source	it	cosa	f	
source	pt	origem	f	
source	ru			
source	ar			
source	hi			
source	ja			
source	zh			
south	fr	sud	m	
south	de			
south	es			
south	it	direzione	f	
south	pt	direção	f	
south	ru			
south	ar			
south	hi			
south	ja			
south	zh			
southeast	fr	sud-est	m	
southeast	de			
southeast	es			
southeast	it	direzione	f	
southeast	pt	direção entre sul e leste	m	
southeast	ru			
southeast	ar			
southeast	hi			
southeast	ja			
southeast	zh			
southward	fr	sud	m	
southward	de			
southward	es			
southward	it	direzione	f	
southward	pt	na direção sul	m	
southward	ru			
southward	ar			
southward	hi			
southward	ja			
southward	zh			
southwest	fr	sud-ouest	m	
southwest	de			
southwest	es			
southwest	it	direzione	f	
southwest	pt	direção entre sul e oeste	m	
southwest	ru			
southwest	ar			
southwest	hi			
southwest	ja			
southwest	zh			
sovereignty	fr	souveraineté	f	
sovereignty	de			
sovereignty	es			
sovereignty	it	potere	m	
sovereignty	pt	autoridade suprema	f	
sovereignty	ru			
sovereignty	ar			
sovereignty	hi			
sovereignty	ja			
sovereignty	zh			
soviet	fr	soviet	m	
soviet	de			
soviet	es			
soviet	it	soviet	m	
soviet	pt	conselho na ex-URSS	m	
soviet	ru			
soviet	ar			
soviet	hi			
soviet	ja			
soviet	zh			
soybean	fr	soja	m	
soybean	de			
soybean	es			
soybean	it	pianta	f	
soybean	pt	feijão comestível rico em proteína	f	
soybean	ru			
soybean	ar			
soybean	hi			
soybean	ja			
soybean	zh			
space	fr	espace	m	
space	de			
space	es			
space	it	area	f	
space	pt	espaço	m	
space	ru			
space	ar			
space	hi			
space	ja			
space	zh			
spacecraft	fr	vaisseau	m	
spacecraft	de			
spacecraft	es			
spacecraft	it	veicolo	m	
spacecraft	pt	veículo projetado para viagens espaciais	m	
spacecraft	ru			
spacecraft	ar			
spacecraft	hi			
spacecraft	ja			
spacecraft	zh			
spaceship	fr	vaisseau	m	
spaceship	de			
spaceship	es			
spaceship	it	spaceship	m	
spaceship	pt	veículo para viajar no espaço	m	
spaceship	ru			
spaceship	ar			
spaceship	hi			
spaceship	ja			
spaceship	zh			
spade	fr	bêche	f	
spade	de			
spade	es			
spade	it	strumento	m	
spade	pt	ferramenta para cavar	m	
spade	ru			
spade	ar			
spade	hi			
spade	ja			
spade	zh			
spaghetti	fr	spaghetti	m	
spaghetti	de			
spaghetti	es			
spaghetti	it	solido	m	
spaghetti	pt	massa longa e fina	f	
spaghetti	ru			
spaghetti	ar			
spaghetti	hi			
spaghetti	ja			
spaghetti	zh			
span	fr	portée	f	
span	de			
span	es			
span	it	estensione	f	
span	pt	distância entre dois pontos	m	
span	ru			
span	ar			
span	hi			
span	ja			
span	zh			
Spanish	fr	espagnol	m	
Spanish	de			
Spanish	es			
Spanish	it	lingua	f	
Spanish	pt	idioma da Espanha	f	
Spanish	ru			
Spanish	ar			
Spanish	hi			
Spanish	ja			
Spanish	zh			
spark	fr	étincelle	f	
spark	de			
spark	es			
spark	it	particella	f	
spark	pt	pequeña partícula íngnea	f	
spark	ru			
spark	ar			
spark	hi			
spark	ja			
spark	zh			
sparrow	fr	moineau	m	
sparrow	de			
sparrow	es			
sparrow	it	mondo	m	
sparrow	pt	pequeno pássaro marrom	m	
sparrow	ru			
sparrow	ar			
sparrow	hi			
sparrow	ja			
sparrow	zh			
spasm	fr	spasme	m	
spasm	de			
spasm	es			
spasm	it	movimento	m	
spasm	pt	contração muscular involuntária súbita	f	
spasm	ru			
spasm	ar			
spasm	hi			
spasm	ja			
spasm	zh			
speaker	fr	orateur	m	
speaker	de			
speaker	es			
speaker	it	conoscente	m	
speaker	pt	falante	m	
speaker	ru			
speaker	ar			
speaker	hi			
speaker	ja			
speaker	zh			
specialist	fr	spécialiste	m	
specialist	de			
specialist	es			
specialist	it	conoscente	m	
specialist	pt	especialista em campo particular	m	
specialist	ru			
specialist	ar			
specialist	hi			
specialist	ja			
specialist	zh			
specialty	fr	spécialité	f	
specialty	de			
specialty	es			
specialty	it	area	f	
specialty	pt	habilidade especial ou área de especialização	f	
specialty	ru			
specialty	ar			
specialty	hi			
specialty	ja			
specialty	zh			
species	fr	espèce	f	
species	de			
species	es			
species	it	gruppo	m	
species	pt	grupo de organismos similares	m	
species	ru			
species	ar			
species	hi			
species	ja			
species	zh			
specific	fr	spécifique	m	
specific	de			
specific	es			
specific	it	malattia	f	
specific	pt	claramente definido	m	
specific	ru			
specific	ar			
specific	hi			
specific	ja			
specific	zh			
specification	fr	spécification	f	
specification	de			
specification	es			
specification	it	atto	m	
specification	pt	descrição detalhada	f	
specification	ru			
specification	ar			
specification	hi			
specification	ja			
specification	zh			
spectacle	fr	spectacle	m	
spectacle	de			
spectacle	es			
spectacle	it	prestazione	f	
spectacle	pt	exibição visualmente marcante	m	
spectacle	ru			
spectacle	ar			
spectacle	hi			
spectacle	ja			
spectacle	zh			
spectator	fr	spectateur	m	
spectator	de			
spectator	es			
spectator	it	conoscente	m	
spectator	pt	pessoa que assiste evento	m	
spectator	ru			
spectator	ar			
spectator	hi			
spectator	ja			
spectator	zh			
speculation	fr	spéculation	f	
speculation	de			
speculation	es			
speculation	it	teoria	f	
speculation	pt	teoria sem evidência firme	m	
speculation	ru			
speculation	ar			
speculation	hi			
speculation	ja			
speculation	zh			
speech	fr	discours	m	
speech	de			
speech	es			
speech	it	espressione	f	
speech	pt	fala	f	
speech	ru			
speech	ar			
speech	hi			
speech	ja			
speech	zh			
speed	fr	vitesse	f	
speed	de			
speed	es			
speed	it	tasso	m	
speed	pt	velocidade	f	
speed	ru			
speed	ar			
speed	hi			
speed	ja			
speed	zh			
spell	fr	sort	m	
spell	de			
spell	es			
spell	it	forma	f	
spell	pt	escrever letras em ordem	m	
spell	ru			
spell	ar			
spell	hi			
spell	ja			
spell	zh			
spelling	fr	orthographe	f	
spelling	de			
spelling	es			
spelling	it	adattamento	m	
spelling	pt	formação correta de palavras	m	
spelling	ru			
spelling	ar			
spelling	hi			
spelling	ja			
spelling	zh			
sperm	fr	sperme	m	
sperm	de			
sperm	es			
sperm	it	sperm	m	
sperm	pt	célula reprodutiva masculina	f	
sperm	ru			
sperm	ar			
sperm	hi			
sperm	ja			
sperm	zh			
spice	fr	épice	f	
spice	de			
spice	es			
spice	it	acido	m	
spice	pt	tempero aromático	m	
spice	ru			
spice	ar			
spice	hi			
spice	ja			
spice	zh			
spider	fr	araignée	f	
spider	de			
spider	es			
spider	it	corpo	m	
spider	pt	artrópode de oito patas	m	
spider	ru			
spider	ar			
spider	hi			
spider	ja			
spider	zh			
spill	fr	déversement	m	
spill	de			
spill	es			
spill	it	quantità	f	
spill	pt	fazer o líquido transbordar	m	
spill	ru			
spill	ar			
spill	hi			
spill	ja			
spill	zh			
spin	fr	rotation	f	
spin	de			
spin	es			
spin	it	movimento	m	
spin	pt	girar rapidamente	m	
spin	ru			
spin	ar			
spin	hi			
spin	ja			
spin	zh			
spinach	fr	épinard	m	
spinach	de			
spinach	es			
spinach	it	pianta	f	
spinach	pt	verdura de folha verde escura	f	
spinach	ru			
spinach	ar			
spinach	hi			
spinach	ja			
spinach	zh			
spirit	fr	esprit	m	
spirit	de			
spirit	es			
spirit	it	parte	f	
spirit	pt	alma	f	
spirit	ru			
spirit	ar			
spirit	hi			
spirit	ja			
spirit	zh			
spit	fr	crachat	m	
spit	de			
spit	es			
spit	it	bocca	f	
spit	pt	cuspir saliva	f	
spit	ru			
spit	ar			
spit	hi			
spit	ja			
spit	zh			
split	fr	fente	f	
split	de			
split	es			
split	it	mezzo	m	
split	pt	divisão	f	
split	ru			
split	ar			
split	hi			
split	ja			
split	zh			
spoil	fr	butin	m	
spoil	de			
spoil	es			
spoil	it	merci	f	
spoil	pt	danificar ou arruinar	m	
spoil	ru			
spoil	ar			
spoil	hi			
spoil	ja			
spoil	zh			
spokesperson	fr	porte-parole	m	
spokesperson	de			
spokesperson	es			
spokesperson	it	conoscente	m	
spokesperson	pt	pessoa que fala oficialmente por um grupo	m	
spokesperson	ru			
spokesperson	ar			
spokesperson	hi			
spokesperson	ja			
spokesperson	zh			
sponge	fr	éponge	f	
sponge	de			
sponge	es			
sponge	it	corpo	m	
sponge	pt	material de limpeza absorvente	m	
sponge	ru			
sponge	ar			
sponge	hi			
sponge	ja			
sponge	zh			
sponsor	fr	sponsor	m	
sponsor	de			
sponsor	es			
sponsor	it	conoscente	m	
sponsor	pt	pessoa ou empresa que fornece apoio financeiro	m	
sponsor	ru			
sponsor	ar			
sponsor	hi			
sponsor	ja			
sponsor	zh			
spoon	fr	cuillère	f	
spoon	de			
spoon	es			
spoon	it	ciotola	f	
spoon	pt	utensoílio para comer com extremidade em forma de tigela	f	
spoon	ru			
spoon	ar			
spoon	hi			
spoon	ja			
spoon	zh			
sport	fr	sport	m	
sport	de			
sport	es			
sport	it	attività	f	
sport	pt	jogo	m	
sport	ru			
sport	ar			
sport	hi			
sport	ja			
sport	zh			
sporting	fr	sportif	m	
sporting	de			
sporting	es			
sporting	it	sport	m	
sporting	pt	relacionado ao esporte	m	
sporting	ru			
sporting	ar			
sporting	hi			
sporting	ja			
sporting	zh			
spot	fr	endroit	m	
spot	de			
spot	es			
spot	it	segno	m	
spot	pt	local	m	
spot	ru			
spot	ar			
spot	hi			
spot	ja			
spot	zh			
spotlight	fr	projecteur	m	
spotlight	de			
spotlight	es			
spotlight	it	lampada	f	
spotlight	pt	luz brilhante focada	f	
spotlight	ru			
spotlight	ar			
spotlight	hi			
spotlight	ja			
spotlight	zh			
sprawl	fr	étalement	m	
sprawl	de			
sprawl	es			
sprawl	it	posizione	f	
sprawl	pt	espalhar-se descuidadamente	m	
sprawl	ru			
sprawl	ar			
sprawl	hi			
sprawl	ja			
sprawl	zh			
spray	fr	spray	m	
spray	de			
spray	es			
spray	it	liquido	m	
spray	pt	finas gotículas de líquido	m	
spray	ru			
spray	ar			
spray	hi			
spray	ja			
spray	zh			
spread	fr	propagation	f	
spread	de			
spread	es			
spread	it	azione	f	
spread	pt	extensão	f	
spread	ru			
spread	ar			
spread	hi			
spread	ja			
spread	zh			
spring	fr	printemps	m	
spring	de			
spring	es			
spring	it	stagione	f	
spring	pt	estação após o inverno	m	
spring	ru			
spring	ar			
spring	hi			
spring	ja			
spring	zh			
springtime	fr	printemps	m	
springtime	de			
springtime	es			
springtime	it	stagione	f	
springtime	pt	temporada da primavera	f	
springtime	ru			
springtime	ar			
springtime	hi			
springtime	ja			
springtime	zh			
sprout	fr	germe	m	
sprout	de			
sprout	es			
sprout	it	pianta	f	
sprout	pt	broto jovem de planta	f	
sprout	ru			
sprout	ar			
sprout	hi			
sprout	ja			
sprout	zh			
spy	fr	espion	m	
spy	de			
spy	es			
spy	it	conoscente	m	
spy	pt	agente secreto	m	
spy	ru			
spy	ar			
spy	hi			
spy	ja			
spy	zh			
squadron	fr	escadron	m	
squadron	de			
squadron	es			
squadron	it	acro	m	
squadron	pt	unidade militar de aeronaves ou navios	m	
squadron	ru			
squadron	ar			
squadron	hi			
squadron	ja			
squadron	zh			
square	fr	carré	m	
square	de			
square	es			
square	it	figura	f	
square	pt	forma	f	
square	ru			
square	ar			
square	hi			
square	ja			
square	zh			
squash	fr	courge	f	
squash	de			
squash	es			
squash	it	stato	m	
squash	pt	vegetal de abóbora	f	
squash	ru			
squash	ar			
squash	hi			
squash	ja			
squash	zh			
squat	fr	accroupissement	m	
squat	de			
squat	es			
squat	it	posizione	f	
squat	pt	agachar-se	m	
squat	ru			
squat	ar			
squat	hi			
squat	ja			
squat	zh			
squeak	fr	grincement	m	
squeak	de			
squeak	es			
squeak	it	suono	m	
squeak	pt	som agudo e penetrante	m	
squeak	ru			
squeak	ar			
squeak	hi			
squeak	ja			
squeak	zh			
squeeze	fr	pression	f	
squeeze	de			
squeeze	es			
squeeze	it	atto	m	
squeeze	pt	comprimir com pressão	f	
squeeze	ru			
squeeze	ar			
squeeze	hi			
squeeze	ja			
squeeze	zh			
squid	fr	calmar	m	
squid	de			
squid	es			
squid	it	cambiamento	m	
squid	pt	molusco marinho com tentáculos	m	
squid	ru			
squid	ar			
squid	hi			
squid	ja			
squid	zh			
squirrel	fr	écureuil	m	
squirrel	de			
squirrel	es			
squirrel	it	squirrel	m	
squirrel	pt	pequeno roedor com cauda felpuda	f	
squirrel	ru			
squirrel	ar			
squirrel	hi			
squirrel	ja			
squirrel	zh			
stack	fr	pile	f	
stack	de			
stack	es			
stack	it	stack	m	
stack	pt	pilha de objetos	m	
stack	ru			
stack	ar			
stack	hi			
stack	ja			
stack	zh			
stadium	fr	stade	m	
stadium	de			
stadium	es			
stadium	it	suolo	m	
stadium	pt	grande local para eventos esportivos	m	
stadium	ru			
stadium	ar			
stadium	hi			
stadium	ja			
stadium	zh			
staff	fr	personnel	m	
staff	de			
staff	es			
staff	it	organizzazione	f	
staff	pt	funcionários	m	
staff	ru			
staff	ar			
staff	hi			
staff	ja			
staff	zh			
stage	fr	scène	f	
stage	de			
stage	es			
stage	it	adattamento	m	
