en	translation	gender	meaning_translation
personnel	personal	m	Las personas empleadas en una organización
perspective	perspectiva	f	Una actitud particular hacia algo o manera de considerarlo
persuasion	persuasión	f	La acción o proceso de hacer que alguien haga o crea algo
pest	plaga	f	Un insecto o animal destructivo que ataca cultivos
pesticide	pesticida	m	Una sustancia química usada para matar insectos
pet	mascota	f	Un animal doméstico mantenido para compañía
phantom	fantasma	m	Un fantasma o aparición
pharmacy	farmacia	f	Una tienda donde se preparan y dispensan medicamentos
philosopher	filósofo	m	Una persona dedicada al estudio de preguntas fundamentales
philosophy	filosofía	f	El estudio de la naturaleza fundamental del conocimiento y la realidad
pho	pho	m	Una sopa vietnamita de caldo, fideos de arroz y hierbas
phoenix	fénix	m	Un ave mítica que se quema cíclicamente y renace de las cenizas
phone	teléfono	m	Un dispositivo de telecomunicaciones que transmite comunicaciones de voz
photo	foto	f	Una imagen hecha usando una cámara
photograph	fotografía	f	Una imagen creada por la acción de la luz sobre una superficie sensible
photographer	fotógrafo	m	Una persona que toma fotografías
photography	fotografía	f	El arte y práctica de crear imágenes registrando luz
photon	fotón	m	Una partícula elemental que representa un cuanto de luz
photosynthesis	fotosíntesis	f	El proceso por el cual las plantas usan luz solar para sintetizar nutrientes
physician	médico	m	Una persona calificada para practicar medicina
physicist	físico	m	Un científico que se especializa en el estudio de la materia y energía
physics	física	f	La rama de la ciencia relacionada con la naturaleza de la materia
pi	pi	f	La constante matemática aproximadamente igual a 3.14159
pianist	pianista	m	Una persona que toca el piano
piano	piano	m	Un instrumento musical grande con teclado
pick	elección	f	El acto de seleccionar o escoger algo de un grupo
pickle	pepinillo	m	Un vegetal, especialmente un pepino, preservado en vinagre
pickup	camioneta	f	Un camión pequeño con parte trasera abierta
picnic	picnic	m	Una ocasión cuando se come una comida al aire libre
picture	imagen	f	Una representación visual de algo capturada mediante pintura o fotografía
piece	pieza	f	Una porción o parte de algo que ha sido separada
pilot	piloto	m	Una persona que opera los controles de una aeronave
pitch	tono	m	La cualidad del sonido gobernada por la tasa de vibraciones
place	lugar	m	Una posición, punto o área particular en el espacio
plan	plan	m	Una propuesta detallada para lograr algo
plane	avión	m	Un vehículo volador motorizado con alas fijas
plant	planta	f	Un organismo vivo que típicamente crece en el suelo
plastic	plástico	m	Un material sintético hecho de polímeros
plate	plato	m	Un plato plano y poco profundo del cual se come la comida
platform	plataforma	f	Una superficie elevada sobre la cual pueden estar personas o cosas
play	obra	f	Una obra dramática para escenario o transmisión
player	jugador	m	Una persona que participa en un deporte o juego
pleasure	placer	m	Un sentimiento de satisfacción y disfrute feliz
plot	parcela	f	Un pedazo pequeño de terreno marcado para un propósito
poem	poema	m	Una pieza de escritura en forma de verso
poet	poeta	m	Una persona que escribe poemas
point	punto	m	Un lugar, sitio o posición particular
police	policía	f	La fuerza civil responsable de mantener el orden público
policy	política	f	Un curso o principio de acción adoptado por un gobierno
politics	política	f	Las actividades asociadas con la gobernanza de un país
pollution	contaminación	f	La presencia en el medio ambiente de sustancias dañinas
pool	piscina	f	Un cuerpo pequeño de agua quieta
population	población	f	Todos los habitantes de un pueblo, área o país
position	posición	f	Un lugar particular donde alguien o algo está ubicado
possibility	posibilidad	f	Una cosa que puede suceder o ser el caso
post	puesto	m	Una posición de empleo remunerado
pot	olla	f	Un recipiente redondeado usado para cocinar o almacenar
poultry	aves de corral	f	Aves domésticas como pollos, pavos y gansos
pound	libra	f	Una unidad de peso igual a 16 onzas
poverty	pobreza	f	El estado de ser extremadamente pobre
powder	polvo	m	Partículas secas finas producidas por moler o triturar
power	poder	m	La capacidad de hacer algo o actuar de una manera particular
practice	práctica	f	La aplicación real o uso de una idea o método
prairie	pradera	f	Un área grande y abierta de pastizal
praise	elogio	m	La expresión de aprobación o admiración
prawn	langostino	m	Un crustáceo marino que se asemeja a un camarón grande
prayer	oración	f	Una solicitud solemne de ayuda dirigida a una deidad
preacher	predicador	m	Una persona que predica sermones o discursos religiosos
precaution	precaución	f	Una medida tomada por adelantado para prevenir algo peligroso
precedent	precedente	m	Un evento anterior considerado como ejemplo
precious	preciosidad	f	De gran valor debido a rareza, costo o importancia
precipitation	precipitación	f	Lluvia, nieve, aguanieve o granizo que cae al suelo
prediction	predicción	f	Una declaración sobre lo que sucederá en el futuro
prefecture	prefectura	f	Un distrito bajo el gobierno de un administrador
preference	preferencia	f	Una mayor preferencia por una alternativa sobre otra
pregnancy	embarazo	m	La condición de llevar un embrión en desarrollo
prejudice	prejuicio	m	Opinión preconcebida no basada en razón o experiencia
prelude	preludio	m	Una acción o evento que sirve como introducción a algo más importante
premier	primer ministro	m	El jefe de gobierno en algunos países
premise	premisa	f	Una declaración o proposición anterior de la cual se infiere otra
premium	prima	f	Una cantidad pagada por cobertura de seguro
preoccupation	preocupación	f	El estado de estar absorto o concentrado en el pensamiento
preparation	preparación	f	La acción o proceso de hacer algo listo para uso
prescription	receta	f	Una instrucción escrita por un médico autorizando medicación
presence	presencia	f	El estado de existir u ocurrir en un lugar
present	presente	m	El período de tiempo que ocurre ahora
presentation	presentación	f	La manera o estilo en que algo es dado u ofrecido
preservative	conservante	m	Una sustancia usada para preservar alimentos
preserve	conserva	f	Un alimento hecho con fruta preservada en azúcar
presidency	presidencia	f	El cargo, posición o término de un presidente
president	presidente	m	El jefe electo de un estado republicano
press	prensa	f	Los medios colectivamente, especialmente periódicos y periodistas
pressure	presión	f	Fuerza física continua ejercida sobre un objeto
prestige	prestigio	m	Respeto y admiración generalizada sentida por alguien
presumption	presunción	f	Una idea que se toma como cierta sobre la base de probabilidad
pretense	pretensión	f	Un intento de hacer que algo que no es el caso parezca verdadero
pretension	pretensión	f	Una afirmación o aspiración a cierto estatus o calidad
prey	presa	f	Un animal que es cazado y matado por otro como alimento
price	precio	m	La cantidad de dinero esperada o requerida en pago por algo
pricing	fijación de precios	f	La determinación o establecimiento de precios para bienes
pride	orgullo	m	Placer profundo o satisfacción derivada de logros
priest	sacerdote	m	Un ministro ordenado autorizado para realizar ritos sagrados
prime	apogeo	m	El estado o tiempo de mayor vigor o éxito
prince	príncipe	m	El hijo de un monarca
princess	princesa	f	La hija de un monarca
principal	director	m	La persona más importante en una organización
principle	principio	m	Una verdad fundamental que sirve como base para creencia
print	impresión	f	El texto que aparece en un libro u otra publicación impresa
prior	prior	m	El jefe de una casa de ciertas órdenes religiosas
priority	prioridad	f	El hecho de ser considerado como más importante que otros
prison	prisión	f	Un edificio donde las personas son legalmente detenidas como castigo
private	soldado raso	m	Un soldado del rango más bajo
privatization	privatización	f	La transferencia de un negocio de propiedad pública a privada
privilege	privilegio	m	Un derecho especial otorgado solo a una persona o grupo particular
prize	premio	m	Una cosa dada como recompensa a un ganador
probability	probabilidad	f	La medida en que algo es probable que suceda
probation	libertad condicional	f	La liberación de un delincuente bajo supervisión
problem	problema	m	Un asunto considerado como no deseado que necesita ser resuelto
procedure	procedimiento	m	Una forma establecida u oficial de hacer algo
proceeding	procedimiento	m	Un evento o serie de actividades que involucran un procedimiento formal
process	proceso	m	Una serie de acciones o pasos tomados para lograr un fin particular
procession	procesión	f	Un número de personas o vehículos moviéndose en forma ordenada
procurement	adquisición	f	La acción de obtener algo, especialmente suministros
produce	productos agrícolas	m	Cosas que han sido producidas o cultivadas
producer	productor	m	Una persona o empresa que fabrica o suministra bienes
production	producción	f	La acción de fabricar algo a partir de componentes
productivity	productividad	f	La efectividad del esfuerzo productivo medido en términos de producción
profession	profesión	f	Una ocupación remunerada que requiere capacitación especializada
professor	profesor	m	Un maestro del rango académico más alto en una universidad
profit	ganancia	f	Una ganancia financiera resultante de la diferencia entre ingresos y gastos
profitability	rentabilidad	f	El grado en que un negocio produce ganancias
program	programa	m	Una serie planificada de eventos o actuaciones futuras
progress	progreso	m	Movimiento hacia adelante o desarrollo hacia una condición mejorada
progression	progresión	f	Un movimiento o desarrollo gradual de una etapa a otra
prohibition	prohibición	f	La acción de prohibir algo, especialmente por ley
project	proyecto	m	Una empresa individual o colaborativa cuidadosamente planificada
projection	proyección	f	Una estimación o pronóstico de una situación futura
prominence	prominencia	f	El estado de ser importante, famoso o notable
promise	promesa	f	Una declaración de que uno hará algo
promotion	promoción	f	Actividad que apoya o fomenta una causa
pronunciation	pronunciación	f	La manera en que se pronuncia una palabra
proof	prueba	f	Evidencia o argumento que establece un hecho
propaganda	propaganda	f	Información usada para promover una causa política
property	propiedad	f	Una cosa que pertenece a alguien
prophecy	profecía	f	Una predicción de lo que sucederá en el futuro
proportion	proporción	f	Una parte considerada en relación comparativa con un todo
proposal	propuesta	f	Un plan o sugerencia presentada para consideración
proposition	proposición	f	Una declaración que expresa un juicio u opinión
propriety	corrección	f	El estado de conformarse a estándares aceptados de comportamiento
prose	prosa	f	Lenguaje escrito o hablado en su forma ordinaria
prosecution	acusación	f	La institución y conducción de procedimientos legales contra alguien
prosecutor	fiscal	m	Un funcionario legal que conduce procedimientos criminales
prospect	perspectiva	f	La posibilidad o probabilidad de que ocurra algún evento futuro
prosperity	prosperidad	f	El estado de ser próspero, caracterizado por éxito y riqueza
protection	protección	f	La acción de proteger a alguien o algo del daño
protectionism	proteccionismo	m	La teoría de proteger industrias domésticas de la competencia extranjera
protector	protector	m	Una persona o cosa que protege a alguien de daño
protest	protesta	f	Una declaración o acción que expresa desaprobación
province	provincia	f	Una división administrativa principal de ciertos países
provision	provisión	f	La acción de proporcionar o suministrar algo para uso
psychology	psicología	f	El estudio científico de la mente humana y sus funciones
public	público	m	Gente ordinaria en general
publication	publicación	f	La preparación y emisión de un libro o revista
punch	puñetazo	m	Un golpe con el puño
purchase	compra	f	La acción de comprar algo
purpose	propósito	m	La razón por la cual algo se hace o se crea
pursuit	persecución	f	La acción de seguir o perseguir a alguien o algo
quality	calidad	f	El estándar de algo medido contra otras cosas
quantity	cantidad	f	La cantidad o número de algo
quarter	trimestre	m	Cada una de cuatro partes iguales en que algo se divide
queen	reina	f	La gobernante femenina de un estado independiente
question	pregunta	f	Una oración expresada para obtener información
race	carrera	f	Una competencia entre corredores u otros para ver cuál es el más rápido
radio	radio	f	La transmisión y recepción de ondas electromagnéticas
rain	lluvia	f	Humedad condensada de la atmósfera que cae en gotas separadas
range	rango	m	El área de variación entre límites superior e inferior
rank	rango	m	Una posición en la jerarquía de una organización
rate	tasa	f	Una medida o frecuencia medida contra otra cantidad
ratio	proporción	f	La relación cuantitativa entre dos cantidades
reach	alcance	m	La extensión o rango de aplicación, efecto o influencia
reaction	reacción	f	Algo hecho o sentido en respuesta a una situación
reading	lectura	f	La acción o habilidad de interpretar materia escrita
ready	disposición	f	Un estado de estar preparado para una acción
real	real	m	Una unidad monetaria brasileña
reality	realidad	f	El mundo o estado de las cosas como realmente existen
realization	realización	f	Un acto de tomar plena conciencia de algo como un hecho
rear	parte trasera	f	La parte posterior de algo
reason	razón	f	Una causa, explicación o justificación para una acción
rebate	reembolso	m	Un reembolso parcial a alguien que ha pagado demasiado
rebellion	rebelión	f	Un acto de resistencia violenta o abierta a un gobierno o gobernante establecido
recall	recuerdo	m	La acción o facultad de recordar algo aprendido o experimentado
receipt	recibo	m	Un reconocimiento escrito de que algo ha sido recibido
receiver	receptor	m	Una persona o cosa que recibe algo
reception	recepción	f	La acción o proceso de recibir algo enviado o dado
receptor	receptor	m	Un órgano o célula capaz de responder a estímulos externos
recess	receso	m	Un cese temporal de actividades normales
recession	recesión	f	Un período de declive económico temporal
recitation	recitación	f	La acción de repetir algo en voz alta de memoria
recognition	reconocimiento	m	Identificación de alguien o algo por encuentros previos
recollection	recuerdo	m	La acción o facultad de recordar algo
recommendation	recomendación	f	Una sugerencia o propuesta sobre el mejor curso de acción
reconnaissance	reconocimiento	m	Observación militar de una región para localizar al enemigo
reconstruction	reconstrucción	f	La acción o proceso de reconstruir algo dañado
record	registro	m	Una cosa que constituye evidencia sobre el pasado
recourse	recurso	m	Una fuente de ayuda en una situación difícil
recovery	recuperación	f	Un retorno a un estado normal de salud
recreation	recreación	f	Actividad hecha por diversión cuando no se trabaja
red	rojo	m	El color en el extremo de longitud de onda larga del espectro visible
reduction	reducción	f	La acción o hecho de hacer algo más pequeño
redundancy	redundancia	f	El estado de ya no ser necesario o útil
redwood	secoya	f	Un árbol conífero muy alto con madera rojiza
reed	junco	m	Una planta alta de hojas delgadas que crece en el agua
reference	referencia	f	La acción de mencionar o aludir a algo
refinement	refinamiento	m	La mejora o clarificación de algo mediante pequeños cambios
reflection	reflejo	m	El rebote de luz desde una superficie
reflex	reflejo	m	Una acción realizada sin pensamiento consciente
reform	reforma	f	La mejora de algo corrigiendo errores
refraction	refracción	f	El hecho o fenómeno de que la luz sea desviada
refreshment	refrigerio	m	Un bocadillo o bebida que refresca
refuge	refugio	m	Una condición de estar a salvo o protegido
refugee	refugiado	m	Una persona obligada a abandonar su país
refusal	negativa	f	Un acto o instancia de rechazar algo
regard	consideración	f	Atención o preocupación por algo
regime	régimen	m	Un gobierno, especialmente uno autoritario
regiment	regimiento	m	Una unidad permanente de un ejército
region	región	f	Un área de un país o del mundo con características definibles
register	registro	m	Una lista o registro oficial de nombres
registration	registro	m	La acción o proceso de registrar o ser registrado
registry	registro	m	Un lugar u oficina donde se guardan registros
regret	arrepentimiento	m	Un sentimiento de tristeza o decepción
regulation	regulación	f	Una regla o directiva hecha y mantenida por una autoridad
rehabilitation	rehabilitación	f	La acción de restaurar a alguien a la salud
rehearsal	ensayo	m	Una práctica o actuación de prueba de una obra
reign	reinado	m	El período durante el cual un soberano gobierna
reimbursement	reembolso	m	La acción de reembolsar a alguien que ha gastado dinero
reindeer	reno	m	Un ciervo de regiones árticas con grandes astas
reinforcement	refuerzo	m	La acción o proceso de reforzar o fortalecer
rejection	rechazo	m	El descarte o negativa de una propuesta
relation	relación	f	La manera en que dos o más conceptos están conectados
relationship	relación	f	La manera en que dos o más personas están conectadas
relative	pariente	m	Una persona conectada por sangre o matrimonio
relaxation	relajación	f	El estado de estar libre de tensión
relay	relevo	m	Un grupo de personas involucradas en una tarea por un período
release	liberación	f	La acción o proceso de liberar a alguien
reliance	dependencia	f	Dependencia o confianza en alguien o algo
relic	reliquia	f	Un objeto que sobrevive de un tiempo anterior
relief	alivio	m	Un sentimiento de tranquilidad tras liberarse de la ansiedad
religion	religión	f	La creencia y adoración de un poder sobrehumano
relish	deleite	m	Gran disfrute derivado de algo
relocation	reubicación	f	La acción de mudarse a un nuevo lugar
remain	resto	m	Una parte que queda después de que otras partes han sido removidas
remainder	resto	m	Una parte que queda
remark	comentario	m	Un comentario escrito o hablado sobre algo
remedy	remedio	m	Una medicina o tratamiento para una enfermedad
remembrance	recuerdo	m	La acción de recordar algo
reminiscence	reminiscencia	f	Una historia contada sobre un evento pasado recordado
remnant	remanente	m	Una pequeña cantidad restante de algo
remuneration	remuneración	f	Dinero pagado por trabajo o servicios
Renaissance	Renacimiento	m	El renacimiento del arte y la literatura
rendezvous	cita	f	Una reunión en un tiempo y lugar acordados
renewal	renovación	f	El reemplazo o reparación de algo gastado
renown	renombre	m	La condición de ser conocido por muchas personas
rental	alquiler	m	La acción de alquilar algo
repair	reparación	f	La acción de arreglar algo que está roto
repayment	reembolso	m	La acción de devolver un préstamo
repetition	repetición	f	La acción de repetir algo que ya ha sido dicho
replacement	reemplazo	m	La acción o proceso de reemplazar algo
reply	respuesta	f	Una respuesta verbal o escrita a una pregunta
report	informe	m	Un relato dado sobre un asunto particular
reporter	reportero	m	Una persona que reporta noticias
repose	reposo	m	Un estado de descanso o tranquilidad
representation	representación	f	La descripción o retrato de alguien o algo
representative	representante	m	Una persona elegida para actuar en nombre de otros
repression	represión	f	La acción de someter a alguien por la fuerza
reproach	reproche	m	La expresión de desaprobación o decepción
reproduction	reproducción	f	La producción de descendencia mediante un proceso sexual o asexual
reptile	reptil	m	Un animal vertebrado de sangre fría con piel escamosa
republic	república	f	Un estado en el que el poder supremo está en manos del pueblo
republican	republicano	m	Una persona que aboga por el gobierno de representantes elegidos
reputation	reputación	f	Las creencias u opiniones generalmente sostenidas sobre alguien
request	solicitud	f	Un acto de pedir algo cortésmente
research	investigación	f	La investigación sistemática de materiales y fuentes
reservation	reserva	f	La acción de reservar algo
reserve	reserva	f	Un suministro de un producto no necesario para uso inmediato
resident	residente	m	Una persona que vive en algún lugar permanentemente
resolution	resolución	f	Una decisión firme de hacer o no hacer algo
resource	recurso	m	Un stock o suministro de dinero y materiales
respect	respeto	m	Un sentimiento de profunda admiración por alguien
response	respuesta	f	Una respuesta verbal o escrita
responsibility	responsabilidad	f	El estado o hecho de tener el deber de lidiar con algo
rest	descanso	m	El cese del trabajo o actividad para relajarse
restaurant	restaurante	m	Un lugar donde la gente paga para sentarse y comer
result	resultado	m	Una cosa causada o producida por algo más
retirement	jubilación	f	La acción o hecho de dejar el trabajo
return	regreso	m	Un acto de volver a un lugar
revenue	ingreso	m	Ingresos generados por un gobierno o negocio
review	reseña	f	Una evaluación formal o examen de algo
revolution	revolución	f	Un derrocamiento forzoso de un gobierno
reward	recompensa	f	Una cosa dada en reconocimiento de servicio
rice	arroz	m	Un grano de cereal que es alimento básico
ride	paseo	m	Un viaje hecho a caballo o en vehículo
ring	anillo	m	Una banda circular pequeña usada en el dedo
risk	riesgo	m	Una situación que involucra exposición al peligro
river	río	m	Una corriente natural grande de agua
road	carretera	f	Un camino ancho que lleva de un lugar a otro
rock	roca	f	El material mineral sólido que forma parte de la superficie terrestre
role	papel	m	La función asumida o parte desempeñada por una persona
room	habitación	f	Un espacio que puede ser ocupado
root	raíz	f	La parte de una planta que la fija al suelo
row	fila	f	Un número de personas o cosas en una línea más o menos recta
rugby	rugby	m	Un juego de equipo jugado con una pelota ovalada
ruin	ruina	f	La destrucción física o desintegración de algo
rule	regla	f	Una de las regulaciones que rigen la conducta
ruler	gobernante	m	Una persona que ejerce gobierno o dominio
ruling	fallo	m	Una decisión autoritativa hecha por un juez
rumble	estruendo	m	Un sonido resonante profundo y continuo
run	carrera	f	Un acto o período de correr
runner	corredor	m	Una persona que corre
rupture	ruptura	f	Una instancia de romperse repentinamente
rush	prisa	f	Un movimiento rápido y repentino hacia algo
Russian	ruso	m	Un nativo o habitante de Rusia
rustle	crujido	m	Un sonido suave de crujido o susurro
rye	centeno	m	Un grano de cereal usado para hacer pan
sack	saco	m	Una bolsa grande hecha de material resistente
sacrifice	sacrificio	m	Un acto de renunciar a algo valorado
saddle	silla	f	Un asiento fijado en el lomo de un caballo
sadness	tristeza	f	La condición o calidad de estar triste
safety	seguridad	f	La condición de estar protegido del peligro
sage	salvia	f	Una planta aromática usada como hierba culinaria
sail	vela	f	Una pieza de material extendida en un mástil
sailing	navegación	f	La acción de viajar en barco usando velas
sailor	marinero	m	Una persona que trabaja como miembro de la tripulación
saint	santo	m	Una persona reconocida como santa o virtuosa
sake	propósito	m	El propósito de algo
salad	ensalada	f	Un plato frío de verduras crudas
salary	salario	m	Un pago regular fijo hecho por un empleador
sale	venta	f	El intercambio de un producto por dinero
sales	ventas	f	La actividad o negocio de vender productos
salesman	vendedor	m	Un hombre cuyo trabajo implica vender productos
salmon	salmón	m	Un pez grande que vive en el océano
salon	salón	m	Un establecimiento donde trabajan peluqueros
salt	sal	f	Una sustancia cristalina blanca que da al agua de mar su sabor
salvation	salvación	f	Liberación del pecado y sus consecuencias
samosa	samosa	f	Una empanada triangular salada frita en aceite
samurai	samurái	m	Un miembro de la poderosa casta militar en el Japón feudal
sanction	sanción	f	Una penalidad amenazada por desobedecer una ley
sanctuary	santuario	m	Un lugar de refugio o seguridad
sand	arena	f	Una sustancia granular suelta resultante de la erosión de rocas
sandal	sandalia	f	Un zapato ligero con parte superior abierta
sandwich	sándwich	m	Un alimento que consiste en dos piezas de pan con un relleno
sandy	arenal	m	Cubierto con o consistente de arena
sap	savia	f	El fluido en las plantas que circula
sapphire	zafiro	m	Una piedra preciosa transparente de corindón
sarcasm	sarcasmo	m	El uso de ironía para burlarse o transmitir desprecio
sardine	sardina	f	Un arenque pequeño o pez relacionado
satellite	satélite	m	Un cuerpo artificial colocado en órbita
satire	sátira	f	El uso del humor para exponer y criticar la insensatez
satisfaction	satisfacción	f	El cumplimiento de los deseos o expectativas
Saturday	sábado	m	El día de la semana que sigue al viernes
saturn	saturno	m	El sexto planeta desde el sol
sauce	salsa	f	Una sustancia líquida o semilíquida servida con comida
sausage	salchicha	f	Carne molida sazonada encerrada en piel cilíndrica
saving	ahorro	m	La acción de guardar dinero para uso futuro
savior	salvador	m	Una persona que salva a alguien del peligro
savor	sabor	m	Un sabor característico de algo
say	opinión	f	Una oportunidad para expresar la opinión de uno
scale	escala	f	Un rango graduado de valores que forma un sistema estándar
scan	escaneo	m	Un examen médico usando un escáner
scandal	escándalo	m	Una acción o evento considerado moralmente incorrecto
scar	cicatriz	f	Una marca dejada en la piel donde una herida ha sanado
scarcity	escasez	f	El estado de estar escaso o en corta oferta
scare	susto	m	Un ataque repentino de miedo
scarf	bufanda	f	Una longitud de tela usada alrededor del cuello
scatter	dispersión	f	La acción de lanzar cosas en varias direcciones
scenario	escenario	m	Un esquema escrito de una película dando detalles
scene	escena	f	El lugar donde ocurre un incidente
scent	aroma	m	Un olor distintivo, especialmente agradable
schedule	horario	m	Un plan para llevar a cabo un proceso
scheme	esquema	m	Un plan sistemático a gran escala
scholar	erudito	m	Un especialista en una rama particular de estudio
scholarship	beca	f	Estudio académico o logro a alto nivel
school	escuela	f	Una institución para educar a niños
schooling	escolaridad	f	Educación o formación recibida
science	ciencia	f	El estudio sistemático de la estructura del mundo físico
scientist	científico	m	Una persona dedicada al estudio sistemático
scissor	tijera	f	Un instrumento de corte con dos hojas cruzadas
scope	alcance	m	La extensión del área o tema que algo trata
scorch	quemadura	f	La quema o carbonización de la superficie de algo
score	puntuación	f	El número de puntos logrados en un juego
scorn	desprecio	m	Un sentimiento y expresión de desdén
Scotland	Escocia	f	Un país que forma la parte más al norte de Gran Bretaña
scout	explorador	m	Una persona enviada adelante para reunir información
scramble	pelea	f	Una lucha ansiosa o descontrolada para obtener algo
scrap	chatarra	f	Una pieza pequeña de algo
scratch	rasguño	m	Una marca o herida hecha al rascar
scrawl	garabato	m	Escritura hecha de manera apresurada y descuidada
scream	grito	m	Un grito largo y fuerte que expresa emoción extrema
screen	pantalla	f	Una partición vertical fija o móvil
screening	proyección	f	La muestra de una película o video
screw	tornillo	m	Un sujetador de metal con rosca en espiral
screwdriver	destornillador	m	Una herramienta con punta aplanada o en forma de cruz
scribble	garabato	m	Escritura hecha descuidadamente o apresuradamente
script	guion	m	El texto escrito de una obra o película
scripture	escritura	f	Los escritos sagrados de una religión
scrub	fregado	m	Un acto de limpiar algo frotándolo fuerte
scrutiny	escrutinio	m	Observación o examen crítico
sculpture	escultura	f	El arte de hacer formas representativas o abstractas
scurry	carrera	f	El acto de moverse apresuradamente con pasos cortos
scythe	guadaña	f	Una herramienta con hoja larga y curva
sea	mar	m	La extensión de agua salada que cubre la tierra
season	estación	f	Cada una de las cuatro divisiones del año
seat	asiento	m	Una cosa hecha o usada para sentarse
second	segundo	m	Una sesentava parte de un minuto
secret	secreto	m	Algo que se mantiene desconocido u oculto
secretary	secretario	m	Una persona empleada para manejar correspondencia
section	sección	f	Cualquiera de las partes distintas en las que algo se divide
security	seguridad	f	El estado de estar libre de peligro o amenaza
selection	selección	f	La acción o hecho de elegir cuidadosamente
self	yo	m	El ser esencial de una persona que la distingue de otros
sense	sentido	m	Facultad mediante la cual el cuerpo percibe un estímulo externo
series	serie	f	Número de eventos, objetos o personas de tipo similar que vienen uno tras otro
service	servicio	m	Acción de ayudar o hacer trabajo para alguien
session	sesión	f	Reunión de un cuerpo deliberativo o judicial para conducir sus asuntos
settlement	asentamiento	m	Lugar donde las personas establecen una comunidad
sex	sexo	m	Una de las dos categorías principales en las que se dividen los humanos según sus funciones reproductivas
shade	sombra	f	Oscuridad y frescura comparativas causadas por refugio de la luz solar directa
shadow	sombra	f	Área o forma oscura producida por un cuerpo que se interpone entre los rayos de luz y una superficie
shake	batido	m	Acto de agitar
shame	vergüenza	f	Sentimiento doloroso de humillación causado por la conciencia de comportamiento incorrecto
shape	forma	f	Forma o apariencia externa característica de alguien o algo
share	parte	f	Parte o porción de una cantidad mayor que se divide entre personas
shelter	refugio	m	Lugar que da protección temporal del mal tiempo o peligro
shine	brillo	m	Cualidad de luminosidad producida cuando la luz se refleja en algo
shirt	camisa	f	Prenda para la parte superior del cuerpo hecha de algodón o tela similar
shock	choque	m	Evento o experiencia repentina que causa sorpresa
shoe	zapato	m	Cubierta para el pie, típicamente hecha de cuero
shop	tienda	f	Edificio o parte de un edificio donde se venden bienes o servicios
shopping	compras	f	Acción o actividad de comprar bienes en tiendas
shoulder	hombro	m	Articulación superior de cada uno de los brazos de una persona
shovel	pala	f	Herramienta que se asemeja a una pala con hoja ancha
show	espectáculo	m	Espectáculo o exhibición de algo
shower	ducha	f	Caída breve y usualmente ligera de lluvia
shred	trozo	m	Tira de algún material que ha sido rasgada o cortada
shrimp	camarón	m	Pequeño crustáceo de natación libre con cuerpo alargado
shrine	santuario	m	Lugar considerado sagrado por sus asociaciones con una divinidad
shrub	arbusto	m	Planta leñosa más pequeña que un árbol
shudder	escalofrío	m	Acto de estremecerse
shuffle	arrastre	m	Caminata lenta y arrastrada
shuttle	transporte	m	Forma de transporte que viaja regularmente entre dos lugares
sickle	hoz	f	Herramienta agrícola de mango corto con hoja semicircular
sickness	enfermedad	f	Estado de estar enfermo
side	lado	m	Posición a la izquierda o derecha de un objeto
sideboard	aparador	m	Mueble de superficie plana con armarios y cajones
siege	asedio	m	Operación militar en la que fuerzas enemigas rodean una ciudad
sight	vista	f	Facultad o poder de ver
sightseeing	turismo	m	Actividad de visitar lugares de interés en una ubicación particular
sign	señal	f	Objeto, cualidad o evento cuya presencia indica algo
signal	señal	f	Gesto, acción o sonido usado para transmitir información
signature	firma	f	Nombre de una persona escrito de manera distintiva
silence	silencio	m	Ausencia completa de sonido
silk	seda	f	Fibra fina, fuerte y suave producida por gusanos de seda
silver	plata	f	Metal precioso blanco grisáceo brillante
similarity	similitud	f	Estado o hecho de ser similar
simmer	cocción	f	Estado o temperatura justo debajo del punto de ebullición
sin	pecado	m	Acto inmoral considerado transgresión contra la ley divina
sincerity	sinceridad	f	Cualidad de estar libre de pretensión o engaño
singer	cantante	m	Persona que canta, especialmente profesionalmente
sink	fregadero	m	Recipiente fijo con suministro de agua y desagüe
sir	señor	m	Usado como forma cortés de dirigirse a un hombre
sister	hermana	f	Mujer o niña en relación con otras hijas e hijos de sus padres
site	sitio	m	Área de terreno en la que se construye una ciudad, edificio o monumento
six	seis	m	Número equivalente al producto de dos y tres
sixteen	dieciséis	m	Número equivalente al producto de cuatro y cuatro
sixteenth	decimosexto	m	Que constituye el número dieciséis en una secuencia
sixth	sexto	m	Que constituye el número seis en una secuencia
sixtieth	sexagésimo	m	Que constituye el número sesenta en una secuencia
sixty	sesenta	m	Número equivalente al producto de seis y diez
size	tamaño	m	Extensión relativa de algo
skate	patín	m	Bota con cuchilla o ruedas adheridas para deslizarse
skating	patinaje	m	Deporte o actividad de deslizarse sobre patines
sketch	boceto	m	Dibujo o pintura tosco o sin terminar
ski	esquí	m	Cada una de un par de piezas largas y estrechas de material duro
skid	derrape	m	Acto de derrapar o deslizarse
skiing	esquí	m	Acción de viajar sobre nieve con esquís
skill	habilidad	f	Capacidad de hacer algo bien
skin	piel	f	Capa delgada de tejido que forma la cubierta exterior natural del cuerpo
skirt	falda	f	Prenda exterior de mujer sujeta alrededor de la cintura
sky	cielo	m	Región de la atmósfera y el espacio exterior vista desde la tierra
slab	losa	f	Pieza grande, gruesa y plana de piedra u otro material sólido
slack	holgura	f	Parte de una cuerda o línea que no se mantiene tensa
